GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1320466687,20250829,202508,2025,2025.6548,EDU,SCHOOL,,,,,,EDU,,,GOV,ADVISORY BOARD,,,,,,GOV,,,1,020,020,02,1,3.0,5,1,5,0.1977587343441,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260829033000,"http://www.sitkasentinel.com/stories/superintendent-says-mehs-off-to-good-start,167237"
1320466688,20250829,202508,2025,2025.6548,USAGOV,UNITED STATES,USA,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,081,081,08,2,5.0,1,1,1,-1.62601626016261,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260829033000,https://www.hawaiinewsnow.com/2026/08/28/new-york-governor-pardons-hawaii-purple-heart-veteran-forced-self-deport/
1320466689,20260829,202608,2026,2026.6548,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,043,043,04,1,2.8,5,1,5,2.99674267100977,0,,,,,,,,4,"Sandton, Gauteng, South Africa",SF,SF06,77346,-26.05,27.9667,-1281128,4,"Sandton, Gauteng, South Africa",SF,SF06,77346,-26.05,27.9667,-1281128,20260829033000,https://www.timeslive.co.za/lifestyle/2026-08-29-art-of-the-ordinary/
1320466690,20260829,202608,2026,2026.6548,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,043,043,04,1,2.8,1,1,1,2.99674267100977,0,,,,,,,,4,"Gaborone, South East, Botswana",BC,BC09,6330,-24.6464,25.9119,-1397372,4,"Gaborone, South East, Botswana",BC,BC09,6330,-24.6464,25.9119,-1397372,20260829033000,https://www.timeslive.co.za/lifestyle/2026-08-29-art-of-the-ordinary/
1320466691,20260829,202608,2026,2026.6548,,,,,,,,,,,BUS,CORPORATION,,,,,,BUS,,,0,043,043,04,1,2.8,10,1,10,2.21518987341772,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260829033000,https://calgaryherald.com:443/opinion/columnists/varcoe-trans-mountain-files-pitch-for-new-pipeline-expansion-as-canada-aims-to-boost-oil-exports-to-asia
1320466692,20260829,202608,2026,2026.6548,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,051,051,05,1,3.4,6,1,6,0.24509803921568,0,,,,,,,,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260829033000,https://www.mesabitribune.com/news/local/buhl-city-council-accepts-proposal-for-development-project/article_da33c0ac-7202-4628-afd7-b429c7f9eb22.html
1320466693,20260829,202608,2026,2026.6548,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,080,080,08,2,5.0,6,1,6,0.24509803921568,0,,,,,,,,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260829033000,https://www.mesabitribune.com/news/local/buhl-city-council-accepts-proposal-for-development-project/article_da33c0ac-7202-4628-afd7-b429c7f9eb22.html
1320466694,20260829,202608,2026,2026.6548,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,043,043,04,1,2.8,2,1,2,2.74725274725275,0,,,,,,,,4,"Brantford, Ontario, Canada",CA,CA08,12642,43.1333,-80.2667,-561588,4,"Brantford, Ontario, Canada",CA,CA08,12642,43.1333,-80.2667,-561588,20260829033000,https://www.simcoereformer.ca/news/local-news/it-will-remain-lake-ontario-says-chief-of-mississaugas-of-the-credit-first-nation/wcm/1cc007cd-528a-4761-9146-beb91f5b81aa
1320466695,20260829,202608,2026,2026.6548,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,043,043,04,1,2.8,2,1,2,2.74725274725275,0,,,,,,,,4,"Brantford, Ontario, Canada",CA,CA08,12642,43.1333,-80.2667,-561588,4,"Lake Ontario, Canada (general), Canada",CA,CA00,,43.6667,-78,-570661,20260829033000,https://www.simcoereformer.ca/news/local-news/it-will-remain-lake-ontario-says-chief-of-mississaugas-of-the-credit-first-nation/wcm/1cc007cd-528a-4761-9146-beb91f5b81aa
1320466696,20260829,202608,2026,2026.6548,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,112,112,11,3,-2.0,4,1,4,-2.3508137432188,0,,,,,,,,4,"Lake Ontario, Canada (general), Canada",CA,CA00,,43.6667,-78,-570661,4,"Lake Ontario, Canada (general), Canada",CA,CA00,,43.6667,-78,-570661,20260829033000,https://newsone.com/6870563/trump-executive-order-renaming-lake-ontario/
