GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1320563442,20260731,202607,2026,2026.5781,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,070,070,07,2,7.0,2,1,2,-1.9047619047619,2,"Rhode Island, United States",US,USRI,,41.6772,-71.5101,RI,0,,,,,,,,2,"Rhode Island, United States",US,USRI,,41.6772,-71.5101,RI,20260830014500,https://www.nbcbayarea.com/news/national-international/taylor-swift-donates-to-rhode-island-mother-injured-car-accident/4135009/
1320563443,20260823,202608,2026,2026.6384,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,163,163,16,4,-8.0,12,2,12,-6.03759849263446,4,"Myla, Komi, Russia",RS,RS34,25061,65.423,50.8783,-2962038,0,,,,,,,,4,"Myla, Komi, Russia",RS,RS34,25061,65.423,50.8783,-2962038,20260830014500,https://www.theguardian.com/world/2026/aug/30/ukraine-war-briefing-nuclear-plant-lost-power
1320563444,20260823,202608,2026,2026.6384,RUSGOV,RUSSIA,RUS,,,,,GOV,,,,,,,,,,,,,1,163,163,16,4,-8.0,8,2,8,-6.03759849263446,4,"Myla, Komi, Russia",RS,RS34,25061,65.423,50.8783,-2962038,0,,,,,,,,4,"Myla, Komi, Russia",RS,RS34,25061,65.423,50.8783,-2962038,20260830014500,https://www.theguardian.com/world/2026/aug/30/ukraine-war-briefing-nuclear-plant-lost-power
1320563445,20260830,202608,2026,2026.6575,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,020,020,02,1,3.0,6,1,6,-4.31893687707641,0,,,,,,,,4,"Elizabeth Bay, Tasmania, Australia",AS,AS06,5347,-41.89,146.77,11395381,4,"Elizabeth Bay, Tasmania, Australia",AS,AS06,5347,-41.89,146.77,11395381,20260830014500,https://www.dailymail.com/news/article-16090521/man-falls-apartment-dead-elizabeth-bay-sydney.html
1320563446,20260830,202608,2026,2026.6575,,,,,,,,,,,BHR,MANAMA,BHR,,,,,,,,1,043,043,04,1,2.8,10,1,10,2.45901639344263,0,,,,,,,,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,20260830014500,https://www.gdnonline.com:443/Details/1404761/Ex-Bahrain-resident-among-Top-20-Cybersecurity-Women-of-the-World-
1320563447,20260830,202608,2026,2026.6575,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,030,030,03,1,4.0,10,1,10,-0.23041474654378,0,,,,,,,,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,20260830014500,https://www.express.co.uk/news/royal/2242922/meghan-markles-true-feelings-britain
1320563448,20260830,202608,2026,2026.6575,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,042,042,04,1,1.9,10,1,10,-0.23041474654378,0,,,,,,,,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,20260830014500,https://www.express.co.uk/news/royal/2242922/meghan-markles-true-feelings-britain
1320563449,20260830,202608,2026,2026.6575,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,043,043,04,1,2.8,10,1,10,-4.31893687707641,0,,,,,,,,4,"Elizabeth Bay, Tasmania, Australia",AS,AS06,5347,-41.89,146.77,11395381,4,"Elizabeth Bay, Tasmania, Australia",AS,AS06,5347,-41.89,146.77,11395381,20260830014500,https://www.dailymail.com/news/article-16090521/man-falls-apartment-dead-elizabeth-bay-sydney.html
1320563450,20260830,202608,2026,2026.6575,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,050,050,05,1,3.5,3,1,3,-4.4862518089725,0,,,,,,,,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,20260830014500,https://www.adn.com/alaska-news/crime-courts/2026/08/29/woman-killed-by-police-at-anchorage-apartment-building-was-armed-with-bb-gun/
1320563451,20260830,202608,2026,2026.6575,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,190,190,19,4,-10.0,2,2,2,-7.34463276836158,0,,,,,,,,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260830014500,https://www.wmbfnews.com/2026/08/29/watch-cpd-gives-details-after-officer-involved-shooting-near-garners-ferry-road/
