GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1290514731,20250223,202502,2025,2025.1452,,,,,,,,,,,MNCUSA,NVIDIA,USA,,,,,MNC,,,1,043,043,04,1,2.8,6,1,6,3.82978723404255,0,,,,,,,,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,20260223053000,https://www.koreaherald.com/article/10680385
1290514732,20250223,202502,2025,2025.1452,,,,,,,,,,,MNCUSA,NVIDIA,USA,,,,,MNC,,,1,043,043,04,1,2.8,2,1,2,3.82978723404255,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,20260223053000,https://www.koreaherald.com/article/10680385
1290514733,20250223,202502,2025,2025.1452,AUS,AUSTRALIA,AUS,,,,,,,,DEU,MUNICH,DEU,,,,,,,,1,043,043,04,1,2.8,10,1,10,0.63829787234043,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,20260223053000,https://www.muswellbrookchronicle.com.au/story/9181004/chinese-brands-next-models-for-oz-revealed/
1290514734,20250223,202502,2025,2025.1452,BUSLAB,COMPANY,,,,,,BUS,LAB,,JUD,JUDGE,,,,,,JUD,,,1,173,173,17,4,-5.0,5,1,5,-11.4678899082569,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260223053000,https://www.thestar.com.my/news/nation/2026/02/23/logistics-company-worker-claims-trial-to-raping-girlfriend
1290514735,20250223,202502,2025,2025.1452,DEU,MUNICH,DEU,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,8,1,8,0.63829787234043,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,20260223053000,https://www.muswellbrookchronicle.com.au/story/9181004/chinese-brands-next-models-for-oz-revealed/
1290514736,20250223,202502,2025,2025.1452,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,0,1383,138,13,3,-7.0,5,1,5,-5.249343832021,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260223053000,https://zeenews.india.com/india/2-delhi-schools-including-army-public-receive-bomb-threat-emails-search-underway-3019875.html
1290514737,20250223,202502,2025,2025.1452,IRL,WATERFORD,IRL,,,,,,,,,,,,,,,,,,0,015,015,01,1,0.0,10,1,10,-8.34782608695652,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260223053000,https://www.bicesteradvertiser.net/news/25868005.scales-justice-results-oxford-magistrates-court/
1290514738,20250223,202502,2025,2025.1452,MNCUSA,NVIDIA,USA,,,,,MNC,,,,,,,,,,,,,1,042,042,04,1,1.9,6,1,6,3.82978723404255,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,0,,,,,,,,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,20260223053000,https://www.koreaherald.com/article/10680385
1290514739,20250223,202502,2025,2025.1452,MNCUSA,NVIDIA,USA,,,,,MNC,,,,,,,,,,,,,1,042,042,04,1,1.9,2,1,2,3.82978723404255,2,"California, United States",US,USCA,,36.17,-119.746,CA,0,,,,,,,,3,"Berkeley, California, United States",US,USCA,CA001,37.8716,-122.273,1658037,20260223053000,https://www.koreaherald.com/article/10680385
1290514740,20250223,202502,2025,2025.1452,NGA,ABUJA,NGA,,,,,,,,NGAGOVMIL,NIGERIA,NGA,,,,,GOV,MIL,,0,040,040,04,1,1.0,5,1,5,-3.96341463414634,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,191147,9.08333,7.53333,-1997013,20260223053000,https://www.premiumtimesng.com/news/more-news/858962-terrorism-financing-top-us-official-to-visit-nigeria.html
