GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1304168311,20250515,202505,2025,2025.3699,CHN,CHINESE,CHN,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,120,120,12,3,-4.0,10,1,10,-0.33670033670034,1,China,CH,CH,,35,105,CH,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260515001500,https://www.mediaite.com/media/news/trump-fires-off-frantic-post-after-reports-say-chinas-xi-views-u-s-in-decline/
1304168312,20250515,202505,2025,2025.3699,EDU,SCHOOL,,,,,,EDU,,,,,,,,,,,,,0,010,010,01,1,0.0,10,1,10,-0.50505050505051,3,"Pryor Creek, Oklahoma, United States",US,USOK,OK097,36.1851,-95.2683,1096949,0,,,,,,,,3,"Pryor Creek, Oklahoma, United States",US,USOK,,36.1851,-95.2683,1096949,20260515001500,https://www.kwch.com/2026/05/14/factfinder-examines-data-centers-impact-small-town-oklahoma/
1304168313,20250515,202505,2025,2025.3699,USA,SAN FRANCISCO,USA,,,,,,,,REL,RELIGION,,,,,,,,,0,026,026,02,1,4.0,8,1,8,1.83406113537118,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20260515001500,https://jweekly.com/2026/05/14/rita-semel-interfaith-activist-and-s-f-jewish-leader-dies-at-104/
1304168314,20260415,202604,2026,2026.2877,COP,POLICE,,,,,,COP,,,USA,DELAWARE,USA,,,,,,,,1,173,173,17,4,-5.0,10,1,10,-7.88912579957356,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Delaware County, Pennsylvania, United States",US,USPA,,40.0004,-75.3749,1209177,3,"Delaware County, Pennsylvania, United States",US,USPA,,40.0004,-75.3749,1209177,20260515001500,https://www.inquirer.com/crime/imani-ringgold-suspect-arrested-west-philadelphia-20260514.html
1304168315,20260415,202604,2026,2026.2877,COP,POLICE,,,,,,COP,,,USA,PHILADELPHIA,USA,,,,,,,,1,180,180,18,4,-9.0,6,1,6,-7.88912579957356,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,20260515001500,https://www.inquirer.com/crime/imani-ringgold-suspect-arrested-west-philadelphia-20260514.html
1304168316,20260415,202604,2026,2026.2877,COP,POLICE,,,,,,COP,,,USA,PHILADELPHIA,USA,,,,,,,,1,180,180,18,4,-9.0,4,1,4,-7.88912579957356,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Delaware County, Pennsylvania, United States",US,USPA,,40.0004,-75.3749,1209177,20260515001500,https://www.inquirer.com/crime/imani-ringgold-suspect-arrested-west-philadelphia-20260514.html
1304168317,20260415,202604,2026,2026.2877,USA,KANSAS,USA,,,,,,,,,,,,,,,,,,1,015,015,01,1,0.0,8,1,8,0.48899755501222,1,Mexico,MX,MX,,23,-102,MX,0,,,,,,,,3,"Comanche County, Kansas, United States",US,USKS,,37.1834,-99.2671,484986,20260515001500,https://www.whmi.com/news/fox/former-kansas-mayor-who-pleaded-guilty-illegal-voting-turns-himself-ice
1304168318,20260415,202604,2026,2026.2877,USA,KANSAS,USA,,,,,,,,,,,,,,,,,,1,015,015,01,1,0.0,2,1,2,0.48899755501222,1,Mexico,MX,MX,,23,-102,MX,0,,,,,,,,1,Mexico,MX,MX,,23,-102,MX,20260515001500,https://www.whmi.com/news/fox/former-kansas-mayor-who-pleaded-guilty-illegal-voting-turns-himself-ice
1304168319,20260415,202604,2026,2026.2877,USA,KANSAS,USA,,,,,,,,,,,,,,,,,,1,080,080,08,2,5.0,4,1,4,0.48899755501222,2,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,0,,,,,,,,1,Mexico,MX,MX,,23,-102,MX,20260515001500,https://www.whmi.com/news/fox/former-kansas-mayor-who-pleaded-guilty-illegal-voting-turns-himself-ice
1304168320,20260415,202604,2026,2026.2877,USA,AMERICAN,USA,,,,,,,,CHNBUS,CHINESE,CHN,,,,,BUS,,,0,020,020,02,1,3.0,6,1,6,-2.66666666666667,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260515001500,https://www.seattletimes.com/business/trump-might-welcome-chinese-investment-but-america-is-wary/
