GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1316318710,20250801,202508,2025,2025.5781,COP,PRISON,,,,,,COP,,,,,,,,,,,,,0,0353,035,03,1,7.0,5,1,5,-0.48899755501223,1,Malaysia,MY,MY,,2.5,112.5,MY,0,,,,,,,,1,Malaysia,MY,MY,,2.5,112.5,MY,20260801013000,https://www.thestar.com.my/news/nation/2026/08/01/court-judgment-later
1316318711,20250801,202508,2025,2025.5781,MIL,CAPTAIN,,,,,,MIL,,,BUS,COMPANY,,,,,,BUS,,,1,035,035,03,1,7.0,4,1,4,0.53571428571429,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260801013000,https://www.the-independent.com/life-style/marvel-popcorn-buckets-recall-captain-america-fantastic-four-b3025616.html
1316318712,20250801,202508,2025,2025.5781,MIL,CAPTAIN,,,,,,MIL,,,USA,UNITED STATES,USA,,,,,,,,1,035,035,03,1,7.0,2,1,2,0.53571428571429,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260801013000,https://www.the-independent.com/life-style/marvel-popcorn-buckets-recall-captain-america-fantastic-four-b3025616.html
1316318713,20250801,202508,2025,2025.5781,USAMIL,UNITED STATES,USA,,,,,MIL,,,BUS,COMPANY,,,,,,BUS,,,1,035,035,03,1,7.0,4,1,4,0.53571428571429,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260801013000,https://www.the-independent.com/life-style/marvel-popcorn-buckets-recall-captain-america-fantastic-four-b3025616.html
1316318714,20260702,202607,2026,2026.4986,EDU,SCHOOL,,,,,,EDU,,,USA,LAS VEGAS,USA,,,,,,,,1,010,010,01,1,0.0,2,1,2,-0.62949640287769,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,3,"Phoenix, Arizona, United States",US,USAZ,AZ013,33.4484,-112.074,44784,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20260801013000,https://www.reviewjournal.com/local/education/nlv-charter-school-14m-in-debt-to-have-new-owners-by-2027-3857743/
1316318715,20260702,202607,2026,2026.4986,EDU,SCHOOL,,,,,,EDU,,,USA,LAS VEGAS,USA,,,,,,,,1,010,010,01,1,0.0,8,1,8,-0.62949640287769,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20260801013000,https://www.reviewjournal.com/local/education/nlv-charter-school-14m-in-debt-to-have-new-owners-by-2027-3857743/
1316318716,20260702,202607,2026,2026.4986,EDU,SCHOOL,,,,,,EDU,,,USA,LAS VEGAS,USA,,,,,,,,1,040,040,04,1,1.0,10,1,10,-0.62949640287769,2,"Nevada, United States",US,USNV,,38.4199,-117.122,NV,2,"Nevada, United States",US,USNV,,38.4199,-117.122,NV,2,"Nevada, United States",US,USNV,,38.4199,-117.122,NV,20260801013000,https://www.reviewjournal.com/local/education/nlv-charter-school-14m-in-debt-to-have-new-owners-by-2027-3857743/
1316318717,20260702,202607,2026,2026.4986,USA,LAS VEGAS,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,040,040,04,1,1.0,10,1,10,-0.62949640287769,2,"Nevada, United States",US,USNV,,38.4199,-117.122,NV,2,"Nevada, United States",US,USNV,,38.4199,-117.122,NV,2,"Nevada, United States",US,USNV,,38.4199,-117.122,NV,20260801013000,https://www.reviewjournal.com/local/education/nlv-charter-school-14m-in-debt-to-have-new-owners-by-2027-3857743/
1316318718,20260725,202607,2026,2026.5616,LEG,CONGRESS,,,,,,LEG,,,,,,,,,,,,,0,010,010,01,1,0.0,4,1,4,-4.06698564593301,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,0,,,,,,,,2,"Kentucky, United States",US,USKY,,37.669,-84.6514,KY,20260801013000,https://www.dailymail.com/media/article-16020647/Megyn-Kelly-Fauci-Epstein.html
1316318719,20260801,202608,2026,2026.5781,,,,,,,,,,,AGR,FARMER,,,,,,AGR,,,1,040,040,04,1,1.0,10,1,10,-1.52671755725191,0,,,,,,,,3,"Hopkinton, New Hampshire, United States",US,USNH,NH013,43.1915,-71.6754,867594,3,"Hopkinton, New Hampshire, United States",US,USNH,NH013,43.1915,-71.6754,867594,20260801013000,https://www.wmur.com/article/warmington-fuel-prices-new-hampshire-dairy-farmers/73321443
