GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1308113738,20250609,202506,2025,2025.4356,EDU,STUDENT,,,,,,EDU,,,FRA,FRENCH,FRA,,,,,,,,1,040,040,04,1,1.0,8,1,8,4.72222222222222,3,"Chaffey College, California, United States",US,USCA,CA071,34.1477,-117.573,270380,3,"Chaffey College, California, United States",US,USCA,,34.1477,-117.573,270380,3,"Chaffey College, California, United States",US,USCA,,34.1477,-117.573,270380,20260609013000,https://www.fontanaheraldnews.com/announcements/fifth-annual-empowerment-to-policy-heads-to-fontana/article_cbb26631-9b47-4779-971f-faee4dd8af31.html
1308113739,20250609,202506,2025,2025.4356,EDU,STUDENT,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,1,040,040,04,1,1.0,2,1,2,4.72222222222222,3,"Chaffey College, California, United States",US,USCA,CA071,34.1477,-117.573,270380,3,"Chaffey College, California, United States",US,USCA,,34.1477,-117.573,270380,3,"Chaffey College, California, United States",US,USCA,,34.1477,-117.573,270380,20260609013000,https://www.fontanaheraldnews.com/announcements/fifth-annual-empowerment-to-policy-heads-to-fontana/article_cbb26631-9b47-4779-971f-faee4dd8af31.html
1308113740,20250609,202506,2025,2025.4356,FRA,FRENCH,FRA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,040,040,04,1,1.0,8,1,8,4.72222222222222,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260609013000,https://www.fontanaheraldnews.com/announcements/fifth-annual-empowerment-to-policy-heads-to-fontana/article_cbb26631-9b47-4779-971f-faee4dd8af31.html
1308113741,20250609,202506,2025,2025.4356,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,090,090,09,2,-2.0,10,1,10,-0.26809651474531,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,0,,,,,,,,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,20260609013000,https://www.brisbanetimes.com.au/politics/queensland/cfmeu-captured-former-head-of-queensland-building-commission-inquiry-20260609-p6050x.html
1308113742,20250609,202506,2025,2025.4356,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,091,091,09,2,-2.0,10,1,10,-0.26809651474531,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,0,,,,,,,,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,20260609013000,https://www.brisbanetimes.com.au/politics/queensland/cfmeu-captured-former-head-of-queensland-building-commission-inquiry-20260609-p6050x.html
1308113743,20250609,202506,2025,2025.4356,OPP,THE OPPOSITION,,,,,,OPP,,,,,,,,,,,,,1,120,120,12,3,-4.0,5,1,5,-0.91220068415051,5,"Kerala, Kerala, India",IN,IN13,17699,10,76.5,-2100307,0,,,,,,,,5,"Kerala, Kerala, India",IN,IN13,17699,10,76.5,-2100307,20260609013000,https://indianexpress.com/article/political-pulse/to-hike-lok-sabha-strength-government-works-on-more-clarity-eyes-south-dmk-support-10730388/
1308113744,20250609,202506,2025,2025.4356,PAK,PAKISTAN,PAK,,,,,,,,,,,,,,,,,,0,114,114,11,3,-2.0,4,1,4,-0.26109660574413,5,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,0,,,,,,,,5,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,20260609013000,https://tribune.com.pk/story/2612194/president-pm-ease-budget-rift-as-k-p-flags-share-cap
1308113745,20250609,202506,2025,2025.4356,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,192,192,19,4,-9.5,4,1,4,-10.8695652173913,3,"Jerome County, Idaho, United States",US,USID,ID053,42.7916,-114.501,395662,0,,,,,,,,3,"Jerome County, Idaho, United States",US,USID,,42.7916,-114.501,395662,20260609013000,https://www.kmvt.com/2026/06/09/jerome-county-man-sentenced-12-years-prison-deadly-highway-93-crash/
1308113746,20250609,202506,2025,2025.4356,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,040,040,04,1,1.0,2,1,2,4.72222222222222,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260609013000,https://www.fontanaheraldnews.com/announcements/fifth-annual-empowerment-to-policy-heads-to-fontana/article_cbb26631-9b47-4779-971f-faee4dd8af31.html
1308113747,20260510,202605,2026,2026.3562,BUS,BANK,,,,,,BUS,,,USA,NEW ORLEANS,USA,,,,,,,,1,112,112,11,3,-2.0,10,1,10,-17.1717171717172,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260609013000,https://wrno.iheart.com/content/2026-06-08-federal-grand-jury-indicts-new-orleans-bomb-threat-bank-robbery-suspect/
