GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1291060564,20250226,202502,2025,2025.1534,GBR,BRITISH,GBR,,,,,,,,MUS,MAURITIUS,MUS,,,,,,,,1,080,080,08,2,5.0,2,1,2,-1.50753768844221,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"Chagos Archipelago, Mauritius (general), Mauritius",MP,MP00,18585,-6,72,-1355685,4,"Chagos Archipelago, Mauritius (general), Mauritius",MP,MP00,18585,-6,72,-1355685,20260226000000,https://www.channelnewsasia.com/world/starmer-trump-us-uk-chagos-island-mauritius-5953531
1291060565,20250226,202502,2025,2025.1534,GBR,BRITISH,GBR,,,,,,,,MUS,MAURITIUS,MUS,,,,,,,,1,080,080,08,2,5.0,2,1,2,-1.50753768844221,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"Chagos Archipelago, Mauritius (general), Mauritius",MP,MP00,18585,-6,72,-1355685,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260226000000,https://www.channelnewsasia.com/world/starmer-trump-us-uk-chagos-island-mauritius-5953531
1291060566,20250226,202502,2025,2025.1534,GBRGOV,BRITISH,GBR,,,,,GOV,,,MUS,MAURITIUS,MUS,,,,,,,,1,080,080,08,2,5.0,4,1,4,-1.50753768844221,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"Chagos Archipelago, Mauritius (general), Mauritius",MP,MP00,18585,-6,72,-1355685,4,"Chagos Archipelago, Mauritius (general), Mauritius",MP,MP00,18585,-6,72,-1355685,20260226000000,https://www.channelnewsasia.com/world/starmer-trump-us-uk-chagos-island-mauritius-5953531
1291060567,20250226,202502,2025,2025.1534,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,MUS,MAURITIUS,MUS,,,,,,,,1,080,080,08,2,5.0,2,1,2,-1.50753768844221,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"Chagos Archipelago, Mauritius (general), Mauritius",MP,MP00,18585,-6,72,-1355685,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260226000000,https://www.channelnewsasia.com/world/starmer-trump-us-uk-chagos-island-mauritius-5953531
1291060568,20250226,202502,2025,2025.1534,GOV,KING,,,,,,GOV,,,USA,ROCHESTER,USA,,,,,,,,1,1123,112,11,3,-2.0,2,1,2,-13.1147540983607,3,"Olmsted County, Minnesota, United States",US,USMN,MN109,44.0005,-92.4502,659500,3,"Olmsted County, Minnesota, United States",US,USMN,,44.0005,-92.4502,659500,3,"Olmsted County, Minnesota, United States",US,USMN,,44.0005,-92.4502,659500,20260226000000,https://kdhlradio.com/ixp/669/p/rochester-man-sentenced-two-machete-attacks/
1291060569,20250226,202502,2025,2025.1534,JUD,ATTORNEY,,,,,,JUD,,,USA,MINNESOTA,USA,,,,,,,,1,112,112,11,3,-2.0,20,2,20,-9.7674418604651,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260226000000,https://therockofrochester.com/ixp/1172/p/feds-crackdown-fentanyl-trafficking-minnesota-gang/
1291060570,20250226,202502,2025,2025.1534,USA,VIRGINIA,USA,,,,,,,,,,,,,,,,,,0,080,080,08,2,5.0,2,1,2,-1.39977603583427,2,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260226000000,https://www.kotatv.com/2026/02/25/data-center-tax-breaks-are-chopping-block-some-states/
1291060571,20250226,202502,2025,2025.1534,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,1123,112,11,3,-2.0,2,1,2,-13.1147540983607,3,"Olmsted County, Minnesota, United States",US,USMN,MN109,44.0005,-92.4502,659500,0,,,,,,,,3,"Olmsted County, Minnesota, United States",US,USMN,,44.0005,-92.4502,659500,20260226000000,https://kdhlradio.com/ixp/669/p/rochester-man-sentenced-two-machete-attacks/
1291060572,20250226,202502,2025,2025.1534,USA,AUSTIN,USA,,,,,,,,,,,,,,,,,,0,115,115,11,3,-2.0,30,1,30,-0.175900880436327,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,0,,,,,,,,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,20260226000000,https://mynewsla.com/crime/2026/02/25/fbi-serves-warrants-at-home-office-of-lausd-superintendent-6/
1291060573,20250226,202502,2025,2025.1534,USA,ROCHESTER,USA,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9.0,10,1,10,-13.1147540983607,3,"Olmsted County, Minnesota, United States",US,USMN,MN109,44.0005,-92.4502,659500,0,,,,,,,,3,"Olmsted County, Minnesota, United States",US,USMN,,44.0005,-92.4502,659500,20260226000000,https://kdhlradio.com/ixp/669/p/rochester-man-sentenced-two-machete-attacks/
