GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1317332806,20250808,202508,2025,2025.5973,,,,,,,,,,,USA,CHICAGO,USA,,,,,,,,0,042,042,04,1,1.9,10,1,10,-5.17799352750809,0,,,,,,,,3,"South Chicago, Illinois, United States",US,USIL,,41.7228,-87.5364,418736,3,"South Chicago, Illinois, United States",US,USIL,,41.7228,-87.5364,418736,20260808000000,https://www.kwtx.com/2026/08/07/horrible-smell-more-than-50-bodies-found-improperly-stored-decomposing-with-maggots-funeral-home/
1317332807,20250808,202508,2025,2025.5973,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,1,010,010,01,1,0.0,6,1,6,-1.69491525423729,3,"Palm Beach County, Florida, United States",US,USFL,FL099,26.6503,-80.4498,295761,0,,,,,,,,3,"Palm Beach County, Florida, United States",US,USFL,,26.6503,-80.4498,295761,20260808000000,https://www.wflx.com/2026/08/06/palm-beach-county-schools-face-enrollment-crisis-budget-pressures-mount-ahead-referendum/
1317332808,20250808,202508,2025,2025.5973,EDU,STUDENT,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,1,010,010,01,1,0.0,3,1,3,-1.69491525423729,3,"Palm Beach County, Florida, United States",US,USFL,FL099,26.6503,-80.4498,295761,3,"Palm Beach County, Florida, United States",US,USFL,,26.6503,-80.4498,295761,3,"Palm Beach County, Florida, United States",US,USFL,,26.6503,-80.4498,295761,20260808000000,https://www.wflx.com/2026/08/06/palm-beach-county-schools-face-enrollment-crisis-budget-pressures-mount-ahead-referendum/
1317332809,20250808,202508,2025,2025.5973,EDU,STUDENT,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,1,010,010,01,1,0.0,1,1,1,-1.69491525423729,1,Haiti,HA,HA,,19,-72.416667,HA,1,Haiti,HA,HA,,19,-72.416667,HA,1,Haiti,HA,HA,,19,-72.416667,HA,20260808000000,https://www.wflx.com/2026/08/06/palm-beach-county-schools-face-enrollment-crisis-budget-pressures-mount-ahead-referendum/
1317332810,20250808,202508,2025,2025.5973,GBR,BRITISH,GBR,,,,,,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,1,090,090,09,2,-2.0,2,1,2,-8.54922279792746,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260808000000,https://www.thejournal.ie/ann-widdecombe-investigation-7124970-Aug2026/
1317332811,20250808,202508,2025,2025.5973,GBR,BRITISH,GBR,,,,,,,,GOV,MINIST,,,,,,GOV,,,1,090,090,09,2,-2.0,8,1,8,-8.54922279792746,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260808000000,https://www.thejournal.ie/ann-widdecombe-investigation-7124970-Aug2026/
1317332812,20250808,202508,2025,2025.5973,PAKMIL,PAKISTAN,PAK,,,,,MIL,,,TUR,TURKISH,TUR,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-0.79681274900399,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260808000000,http://www.kenyastar.com/news/279226900/have-pakistan-trkiye-and-saudi-arabia-just-launched-an-islamic-nato
1317332813,20250808,202508,2025,2025.5973,PAKMIL,PAKISTAN,PAK,,,,,MIL,,,TUR,TURKISH,TUR,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-0.79681274900399,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,1,China,CH,CH,,35,105,CH,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,25316,24.6408,46.7728,-3093009,20260808000000,http://www.kenyastar.com/news/279226900/have-pakistan-trkiye-and-saudi-arabia-just-launched-an-islamic-nato
1317332814,20250808,202508,2025,2025.5973,RUS,RUSSIA,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,164,164,16,4,-7.0,4,1,4,-0.76513639387891,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,20260808000000,https://www.yumasun.com/news/national_news/the-latest-gop-sen-cassidy-says-he-supports-blanche-likely-paving-way-for-ag-confirmation/article_4521daa1-f6d4-5ed9-b99e-16ac47100eb1.html
1317332815,20250808,202508,2025,2025.5973,RUS,RUSSIA,RUS,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,0,164,164,16,4,-7.0,6,1,6,-0.76513639387891,1,Russia,RS,RS,,60,100,RS,1,Ukraine,UP,UP,,49,32,UP,1,Russia,RS,RS,,60,100,RS,20260808000000,https://www.yumasun.com/news/national_news/the-latest-gop-sen-cassidy-says-he-supports-blanche-likely-paving-way-for-ag-confirmation/article_4521daa1-f6d4-5ed9-b99e-16ac47100eb1.html
1317332816,20250808,202508,2025,2025.5973,SAU,SAUDI,SAU,,,,,,,,QAT,DOHA,QAT,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-0.26041666666667,4,"Mecca, Makkah, Saudi Arabia",SA,SA14,25312,21.4267,39.8261,-3096949,4,"Mecca, Makkah, Saudi Arabia",SA,SA14,25312,21.4267,39.8261,-3096949,4,"Red Sea, Djibouti (general), Djibouti",DJ,DJ00,25312,19,39.5,-2037160,20260808000000,"https://brudirect.com/post/Saudi-Arabia,-Turkey-and-Pakistan-sign-defence-agreement"
1317332817,20250808,202508,2025,2025.5973,SAU,SAUDI,SAU,,,,,,,,QAT,DOHA,QAT,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-0.26041666666667,4,"Mecca, Makkah, Saudi Arabia",SA,SA14,25312,21.4267,39.8261,-3096949,4,"Doha, Ad Daw?ah, Qatar",QA,QA01,25307,25.2867,51.5333,-785169,4,"Doha, Ad Daw?ah, Qatar",QA,QA01,25307,25.2867,51.5333,-785169,20260808000000,"https://brudirect.com/post/Saudi-Arabia,-Turkey-and-Pakistan-sign-defence-agreement"
1317332818,20250808,202508,2025,2025.5973,SAU,SAUDI,SAU,,,,,,,,QAT,DOHA,QAT,,,,,,,,0,190,190,19,4,-10.0,6,1,6,-0.26041666666667,4,"Mecca, Makkah, Saudi Arabia",SA,SA14,25312,21.4267,39.8261,-3096949,4,"Doha, Ad Daw?ah, Qatar",QA,QA01,25307,25.2867,51.5333,-785169,1,Israel,IS,IS,,31.5,34.75,IS,20260808000000,"https://brudirect.com/post/Saudi-Arabia,-Turkey-and-Pakistan-sign-defence-agreement"
1317332819,20250808,202508,2025,2025.5973,TUR,TURKISH,TUR,,,,,,,,PAKMIL,PAKISTAN,PAK,,,,,MIL,,,0,190,190,19,4,-10.0,2,1,2,-0.79681274900399,4,"Ankara, Ankara, Turkey",TU,TU68,27516,39.9272,32.8644,-735338,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260808000000,http://www.kenyastar.com/news/279226900/have-pakistan-trkiye-and-saudi-arabia-just-launched-an-islamic-nato
