GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1313815390,20250716,202507,2025,2025.5370,IRN,IRAN,IRN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,183,183,18,4,-10.0,3,1,3,-4.50236966824645,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,20260716010000,https://www.rte.ie/news/world/2026/0715/1583525-pickaxe-mountain-explainer/
1313815391,20250716,202507,2025,2025.5370,IRN,IRAN,IRN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,183,183,18,4,-10.0,4,1,4,-4.50236966824645,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,1,Israel,IS,IS,,31.5,34.75,IS,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,20260716010000,https://www.rte.ie/news/world/2026/0715/1583525-pickaxe-mountain-explainer/
1313815392,20250716,202507,2025,2025.5370,IRN,IRAN,IRN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,183,183,18,4,-10.0,2,1,2,-4.50236966824645,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,20260716010000,https://www.rte.ie/news/world/2026/0715/1583525-pickaxe-mountain-explainer/
1313815393,20250716,202507,2025,2025.5370,IRN,IRAN,IRN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,183,183,18,4,-10.0,5,1,5,-4.50236966824645,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Natanz, Esfahan, Iran",IR,IR28,41048,33.4964,51.9266,10811460,20260716010000,https://www.rte.ie/news/world/2026/0715/1583525-pickaxe-mountain-explainer/
1313815394,20260616,202606,2026,2026.4548,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,173,173,17,4,-5.0,4,1,4,-3.80116959064327,0,,,,,,,,3,"Vinton County, Ohio, United States",US,USOH,,39.2506,-82.4665,1074093,3,"Vinton County, Ohio, United States",US,USOH,,39.2506,-82.4665,1074093,20260716010000,https://nypost.com/2026/07/15/us-news/ohio-mothers-creepy-facebook-post-begging-people-not-to-post-her-photo-surfaces-in-house-of-horrors-chld-abuse-case-please-take-them-off-here/
1313815395,20260616,202606,2026,2026.4548,COD,DR CONGO,COD,,,,,,,,HLH,DOCTOR,,,,,,HLH,,,0,042,042,04,1,1.9,10,1,10,-5.76923076923077,1,Congo,CF,CF,,-1,15,CF,1,France,FR,FR,,46,2,FR,1,France,FR,FR,,46,2,FR,20260716010000,https://www.shtfplan.com/health/us-bans-americans-from-leaving-dr-congo-as-ebola-spreads
1313815396,20260616,202606,2026,2026.4548,GOV,ADMINISTRATION,,,,,,GOV,,,,,,,,,,,,,0,020,020,02,1,3.0,4,1,4,-0.33821871476888,1,Iraq,IZ,IZ,,33,44,IZ,0,,,,,,,,1,Iraq,IZ,IZ,,33,44,IZ,20260716010000,https://www.boston.com/news/politics/2026/07/15/hegseth-announces-new-policy-to-test-troops-for-low-testosterone/
1313815397,20260616,202606,2026,2026.4548,HLH,DOCTOR,,,,,,HLH,,,COD,DR CONGO,COD,,,,,,,,0,043,043,04,1,2.8,10,1,10,-5.76923076923077,1,France,FR,FR,,46,2,FR,1,Congo,CF,CF,,-1,15,CF,1,France,FR,FR,,46,2,FR,20260716010000,https://www.shtfplan.com/health/us-bans-americans-from-leaving-dr-congo-as-ebola-spreads
1313815398,20260616,202606,2026,2026.4548,MED,MEDIA,,,,,,MED,,,CHN,CHINA,CHN,,,,,,,,1,071,071,07,2,7.4,3,1,3,-3.68421052631579,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260716010000,https://www.yahoo.com/news/politics/articles/utahns-sue-o-leary-fox-002326932.html
1313815399,20260616,202606,2026,2026.4548,USA,BOSTON,USA,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,6,1,6,-10.7981220657277,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,0,,,,,,,,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260716010000,https://www.boston.com/news/crime/2026/07/15/u-s-marshals-arrest-2-alleged-fugitives-weeks-after-mass-shooting-in-blue-hill-avenue/
