GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1298280121,20250409,202504,2025,2025.2712,DNK,DENMARK,DNK,,,,,,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,0,043,043,04,1,2.8,2,1,2,-3.13432835820896,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,1,Russia,RS,RS,,60,100,RS,20260409010000,https://www.spacewar.com/afp/260408233618.rqnt2gwa.html
1298280122,20250409,202504,2025,2025.2712,DNK,DENMARK,DNK,,,,,,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,0,043,043,04,1,2.8,2,1,2,-3.26086956521739,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,1,Russia,RS,RS,,60,100,RS,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260409010000,https://www.freemalaysiatoday.com/category/world/2026/04/09/trump-to-discuss-leaving-nato-in-meeting-with-rutte
1298280123,20250409,202504,2025,2025.2712,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,DNK,DENMARK,DNK,,,,,,,,0,042,042,04,1,1.9,2,1,2,-3.13432835820896,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,1,Russia,RS,RS,,60,100,RS,20260409010000,https://www.spacewar.com/afp/260408233618.rqnt2gwa.html
1298280124,20250409,202504,2025,2025.2712,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,DNK,DENMARK,DNK,,,,,,,,0,042,042,04,1,1.9,2,1,2,-3.26086956521739,1,Russia,RS,RS,,60,100,RS,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260409010000,https://www.freemalaysiatoday.com/category/world/2026/04/09/trump-to-discuss-leaving-nato-in-meeting-with-rutte
1298280125,20260310,202603,2026,2026.1918,BUS,COMPANY,,,,,,BUS,,,LBN,LEBANON,LBN,,,,,,,,0,130,130,13,3,-4.4,4,1,4,-3.61216730038022,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260409010000,https://www.businesstimes.com.sg/companies-markets/plastic-prices-spiking-55-has-toymaker-worried-about-christmas-inventory
1298280126,20260310,202603,2026,2026.1918,PGS,PERSIAN GULF,PGS,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,130,130,13,3,-4.4,6,1,6,-3.61216730038022,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260409010000,https://www.businesstimes.com.sg/companies-markets/plastic-prices-spiking-55-has-toymaker-worried-about-christmas-inventory
1298280127,20260402,202604,2026,2026.2521,IRN,IRAN,IRN,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,020,020,02,1,3.0,1,1,1,-4.65465465465466,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260409010000,https://www.independent.co.uk/news/uk/politics/starmer-uk-defence-conservatives-badenoch-iran-ceasefire-b2953979.html
1298280128,20260402,202604,2026,2026.2521,IRN,IRAN,IRN,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,020,020,02,1,3.0,1,1,1,-4.65465465465466,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260409010000,https://www.independent.co.uk/news/uk/politics/starmer-uk-defence-conservatives-badenoch-iran-ceasefire-b2953979.html
1298280129,20260402,202604,2026,2026.2521,JUD,ATTORNEY,,,,,,JUD,,,USAJUD,SAN FRANCISCO,USA,,,,,JUD,,,0,020,020,02,1,3.0,6,1,6,-1.10262934690415,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20260409010000,"http://harrisondaily.com/stories/ap-technology-summarybrief-at-1203-am-edt,372078"
1298280130,20260402,202604,2026,2026.2521,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,010,010,01,1,0.0,4,1,4,-2.40825688073395,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,20260409010000,https://www.hellenicshippingnews.com/the-us-refinery-now-processing-venezuelan-oil/
1298280131,20260402,202604,2026,2026.2521,USA,UNITED STATES,USA,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,010,010,01,1,0.0,1,1,1,-2.40825688073395,1,Venezuela,VE,VE,,8,-66,VE,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,20260409010000,https://www.hellenicshippingnews.com/the-us-refinery-now-processing-venezuelan-oil/
1298280132,20260409,202604,2026,2026.2712,,,,,,,,,,,AFG,AFGHAN,AFG,,,,,,,,1,042,042,04,1,1.9,6,1,6,0.28490028490028,0,,,,,,,,1,Afghanistan,AF,AF,,33,66,AF,1,Afghanistan,AF,AF,,33,66,AF,20260409010000,https://timesofindia.indiatimes.com/life-style/fashion/jewellery/how-maharaja-ranjit-singhs-legendary-jewels-came-into-british-possession/articleshow/130113568.cms
