GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1299917087,20250419,202504,2025,2025.2986,USA,UNITED STATES,USA,,,,,,,,SYR,SYRIA,SYR,,,,,,,,0,138,138,13,3,-7.0,1,1,1,-7.86852589641435,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Ghouta, Dimashq, Syria",SY,SY13,26333,33.5,36.3833,-2538031,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260419033000,https://siouxlandnews.com/news/nation-world/mattis-faults-russia-on-syria-wont-rule-out-us-strike
1299917088,20250419,202504,2025,2025.2986,USA,UNITED STATES,USA,,,,,,,,SYR,SYRIA,SYR,,,,,,,,0,138,138,13,3,-7.0,2,1,2,-7.86852589641435,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260419033000,https://siouxlandnews.com/news/nation-world/mattis-faults-russia-on-syria-wont-rule-out-us-strike
1299917089,20250419,202504,2025,2025.2986,USA,UNITED STATES,USA,,,,,,,,SYR,SYRIA,SYR,,,,,,,,0,172,172,17,4,-5.0,2,1,2,-7.86852589641435,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Ghouta, Dimashq, Syria",SY,SY13,26333,33.5,36.3833,-2538031,4,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,20260419033000,https://siouxlandnews.com/news/nation-world/mattis-faults-russia-on-syria-wont-rule-out-us-strike
1299917090,20250419,202504,2025,2025.2986,USA,UNITED STATES,USA,,,,,,,,SYR,SYRIA,SYR,,,,,,,,0,172,172,17,4,-5.0,2,1,2,-7.86852589641435,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260419033000,https://siouxlandnews.com/news/nation-world/mattis-faults-russia-on-syria-wont-rule-out-us-strike
1299917091,20250419,202504,2025,2025.2986,USA,UNITED STATES,USA,,,,,,,,SYR,SYRIA,SYR,,,,,,,,0,195,195,19,4,-10.0,2,1,2,-7.86852589641435,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Ghouta, Dimashq, Syria",SY,SY13,26333,33.5,36.3833,-2538031,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260419033000,https://siouxlandnews.com/news/nation-world/mattis-faults-russia-on-syria-wont-rule-out-us-strike
1299917092,20250419,202504,2025,2025.2986,USA,UNITED STATES,USA,,,,,,,,SYR,SYRIA,SYR,,,,,,,,0,195,195,19,4,-10.0,2,1,2,-7.86852589641435,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260419033000,https://siouxlandnews.com/news/nation-world/mattis-faults-russia-on-syria-wont-rule-out-us-strike
1299917093,20260320,202603,2026,2026.2192,GBR,UNITED KINGDOM,GBR,,,,,,,,NZL,NEW ZEALAND,NZL,,,,,,,,0,036,036,03,1,4.0,2,1,2,1.41176470588235,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,20260419033000,https://bamsmackpow.com/jamie-dornan-play-strider-the-lord-of-the-rings-the-hunt-for-gollum-leo-woodall-lee-pace-join-cast
1299917094,20260320,202603,2026,2026.2192,GBR,UNITED KINGDOM,GBR,,,,,,,,NZL,NEW ZEALAND,NZL,,,,,,,,0,036,036,03,1,4.0,2,1,2,1.41176470588235,4,"Belfast, Belfast, United Kingdom",UK,UKR3,40158,54.5833,-5.93333,-2589607,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260419033000,https://bamsmackpow.com/jamie-dornan-play-strider-the-lord-of-the-rings-the-hunt-for-gollum-leo-woodall-lee-pace-join-cast
1299917095,20260412,202604,2026,2026.2795,AUS,AUSTRALIA,AUS,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,036,036,03,1,4.0,2,1,2,2.96127562642369,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,20260419033000,https://www.muswellbrookchronicle.com.au/story/9227321/king-charles-to-honour-queen-elizabeths-100th-birthday/
1299917096,20260412,202604,2026,2026.2795,AUSGOV,AUSTRALIA,AUS,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,036,036,03,1,4.0,2,1,2,2.96127562642369,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,1,United States,US,US,,39.828175,-98.5795,US,20260419033000,https://www.muswellbrookchronicle.com.au/story/9227321/king-charles-to-honour-queen-elizabeths-100th-birthday/
