GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1300740011,20250424,202504,2025,2025.3123,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,043,043,04,1,2.8,4,1,4,-2.54452926208652,0,,,,,,,,3,"North Ridgeville, Ohio, United States",US,USOH,,41.3895,-82.019,1065174,3,"North Ridgeville, Ohio, United States",US,USOH,,41.3895,-82.019,1065174,20260424001500,https://www.cleveland19.com/2026/04/23/circle-k-construction-underway-north-ridgeville-community-concerns-resurface/
1300740012,20250424,202504,2025,2025.3123,BRB,BARBADOS,BRB,,,,,,,,,,,,,,,,,,1,192,192,19,4,-9.5,4,1,4,-0.56179775280899,4,"Antigonish, Nova Scotia, Canada",CA,CA07,12626,45.6167,-61.9667,-560225,0,,,,,,,,4,"Antigonish, Nova Scotia, Canada",CA,CA07,12626,45.6167,-61.9667,-560225,20260424001500,https://www.cbc.ca/news/canada/nova-scotia/independent-living-facility-in-house-support-staff-senior-outage-9.7175083
1300740013,20250424,202504,2025,2025.3123,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,2,1,2,2.04460966542751,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260424001500,https://www.winnipegfreepress.com/business/2026/04/23/trumps-gold-card-visa-starting-at-1-million-granted-to-just-1-person-so-far-lutnick-says
1300740014,20250424,202504,2025,2025.3123,CAN,CANADA,CAN,,,,,,,,MNCUSA,BOEING,USA,,,,,MNC,,,0,043,043,04,1,2.8,2,1,2,0.2547770700637,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260424001500,https://www.yahoo.com/news/articles/artemis-ii-mission-giving-nasa-233330599.html
1300740015,20250424,202504,2025,2025.3123,GOV,MAYOR,,,,,,GOV,,,,,,,,,,,,,1,010,010,01,1,0.0,10,1,10,-2.54452926208652,3,"North Ridgeville, Ohio, United States",US,USOH,OH093,41.3895,-82.019,1065174,0,,,,,,,,3,"North Ridgeville, Ohio, United States",US,USOH,,41.3895,-82.019,1065174,20260424001500,https://www.cleveland19.com/2026/04/23/circle-k-construction-underway-north-ridgeville-community-concerns-resurface/
1300740016,20250424,202504,2025,2025.3123,IRQ,IRAQ,IRQ,,,,,,,,,,,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-2.2038567493113,1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20260424001500,https://abcnews.com/Politics/army-unveils-new-gender-neutral-fitness-test-soldiers/story?id=132285589
1300740017,20250424,202504,2025,2025.3123,LEG,SENATOR,,,,,,LEG,,,GOV,PRESIDENT,,,,,,GOV,,,0,020,020,02,1,3.0,2,1,2,0.98039215686274,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260424001500,https://www.kztv10.com/politics/trump-reclassifies-state-licensed-medical-marijuana-as-a-less-dangerous-drug
1300740018,20250424,202504,2025,2025.3123,LEG,SENATOR,,,,,,LEG,,,GOV,PRESIDENT,,,,,,GOV,,,0,020,020,02,1,3.0,3,1,3,0.98039215686274,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,1,Venezuela,VE,VE,,8,-66,VE,1,Venezuela,VE,VE,,8,-66,VE,20260424001500,https://www.kztv10.com/politics/trump-reclassifies-state-licensed-medical-marijuana-as-a-less-dangerous-drug
1300740019,20250424,202504,2025,2025.3123,MNCUSA,BOEING,USA,,,,,MNC,,,CAN,CANADA,CAN,,,,,,,,0,042,042,04,1,1.9,2,1,2,0.2547770700637,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260424001500,https://www.yahoo.com/news/articles/artemis-ii-mission-giving-nasa-233330599.html
1300740020,20250424,202504,2025,2025.3123,MNCUSA,BOEING,USA,,,,,MNC,,,USAGOV,NASA,USA,,,,,GOV,,,0,042,042,04,1,1.9,2,1,2,0.2547770700637,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260424001500,https://www.yahoo.com/news/articles/artemis-ii-mission-giving-nasa-233330599.html
