GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1290863767,20160228,201602,2016,2016.1589,CVL,CITIZEN,,,,,,CVL,,,,,,,,,,,,,0,012,012,01,1,-0.4,5,1,5,2.45901639344263,1,India,IN,IN,,20,77,IN,0,,,,,,,,1,India,IN,IN,,20,77,IN,20260225000000,https://www.dailyexcelsior.com/seva-teerth-to-be-centre-for-empowerment/
1290863768,20250225,202502,2025,2025.1507,,,,,,,,,,,USAOPP,AMERICAN,USA,,,,,OPP,,,1,193,193,19,4,-10.0,3,1,3,-1.26984126984127,0,,,,,,,,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260225000000,https://www.newstalkzb.co.nz/on-air/kerre-woodham-mornings/opinion/kerre-woodham-privacy-can-we-have-our-cake-and-eat-it-too/
1290863769,20250225,202502,2025,2025.1507,COPJUD,DEPUTY,,,,,,COP,JUD,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,4,1,4,-9.11458333333337,3,"Utah County, Utah, United States",US,USUT,UT049,40.1244,-111.626,1448038,3,"Utah County, Utah, United States",US,USUT,,40.1244,-111.626,1448038,3,"Utah County, Utah, United States",US,USUT,,40.1244,-111.626,1448038,20260225000000,https://kesq.com/news/national-world/cnn-national/2026/02/24/judge-declines-to-dismiss-prosecutors-from-the-case-against-alleged-charlie-kirk-shooter-tyler-robinson/
1290863770,20250225,202502,2025,2025.1507,COPJUD,DEPUTY,,,,,,COP,JUD,,USA,UNITED STATES,USA,,,,,,,,1,042,042,04,1,1.9,6,1,6,-9.11458333333337,3,"Utah Valley University, Utah, United States",US,USUT,UT049,40.2222,-111.659,1449138,3,"Utah Valley University, Utah, United States",US,USUT,,40.2222,-111.659,1449138,3,"Utah Valley University, Utah, United States",US,USUT,,40.2222,-111.659,1449138,20260225000000,https://kesq.com/news/national-world/cnn-national/2026/02/24/judge-declines-to-dismiss-prosecutors-from-the-case-against-alleged-charlie-kirk-shooter-tyler-robinson/
1290863771,20250225,202502,2025,2025.1507,COPJUD,DEPUTY,,,,,,COP,JUD,,USA,UNITED STATES,USA,,,,,,,,1,190,190,19,4,-10.0,4,1,4,-9.11458333333337,3,"Utah County, Utah, United States",US,USUT,UT049,40.1244,-111.626,1448038,3,"Utah County, Utah, United States",US,USUT,,40.1244,-111.626,1448038,3,"Utah County, Utah, United States",US,USUT,,40.1244,-111.626,1448038,20260225000000,https://kesq.com/news/national-world/cnn-national/2026/02/24/judge-declines-to-dismiss-prosecutors-from-the-case-against-alleged-charlie-kirk-shooter-tyler-robinson/
1290863772,20250225,202502,2025,2025.1507,COPJUD,DEPUTY,,,,,,COP,JUD,,USA,UNITED STATES,USA,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-9.11458333333337,3,"Utah Valley University, Utah, United States",US,USUT,UT049,40.2222,-111.659,1449138,3,"Utah Valley University, Utah, United States",US,USUT,,40.2222,-111.659,1449138,3,"Utah Valley University, Utah, United States",US,USUT,,40.2222,-111.659,1449138,20260225000000,https://kesq.com/news/national-world/cnn-national/2026/02/24/judge-declines-to-dismiss-prosecutors-from-the-case-against-alleged-charlie-kirk-shooter-tyler-robinson/
1290863773,20250225,202502,2025,2025.1507,CVL,COMMUNITY,,,,,,CVL,,,MEX,MEXICO,MEX,,,,,,,,1,040,040,04,1,1.0,2,1,2,1.38461538461539,4,"Centro, Durango, Mexico",MX,MX10,20887,24.9667,-103.85,-1662717,4,"Centro, Durango, Mexico",MX,MX10,20887,24.9667,-103.85,-1662717,4,"Centro, Durango, Mexico",MX,MX10,20887,24.9667,-103.85,-1662717,20260225000000,https://www.ivpressonline.com/featured/county-recommends-skywest-charter-as-essential-air-service-carrier/article_c83e8866-ddd5-4d00-a233-6a2177304c9f.html
1290863774,20250225,202502,2025,2025.1507,EDU,UNIVERSITY,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,1,186,186,18,4,-10.0,8,2,8,-9.16666666666667,1,Israel,IS,IS,,31.5,34.75,IS,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260225000000,https://foxsanantonio.com/news/nation-world/candace-owens-vs-erika-kirk-investigative-series-into-tpusa-charlie-wife-turning-point-usa-charlie-kirk-ben-shapiro
1290863775,20250225,202502,2025,2025.1507,GOV,KING,,,,,,GOV,,,CVL,COMMUNITY,,,,,,CVL,,,1,070,070,07,2,7.0,10,1,10,7.84671532846715,1,France,FR,FR,,46,2,FR,1,France,FR,FR,,46,2,FR,1,France,FR,FR,,46,2,FR,20260225000000,https://www.ivpressonline.com/featured/el-centro-s-finest-honold-couple-takes-the-throne-for-2026-mardi-gras-season/article_cb990b30-88ca-4e68-b96d-154ae2cce757.html
1290863776,20250225,202502,2025,2025.1507,JUD,STATE SUPREME COURT,,,,,,JUD,,,,,,,,,,,,,0,016,016,01,1,-2.0,10,1,10,-3.53327855382087,3,"Pennsylvania State Police, Pennsylvania, United States",US,USPA,PA021,40.4723,-78.7484,1209105,0,,,,,,,,3,"Pennsylvania State Police, Pennsylvania, United States",US,USPA,,40.4723,-78.7484,1209105,20260225000000,https://www.wbkb11.com/news/national/police-are-finding-suspects-based-on-their-online-searches-as-courts-weigh-privacy-concerns/article_8f1bf757-5dd4-5dff-a39e-7c043e0a6378.html
