GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1320127879,20250827,202508,2025,2025.6493,,,,,,,,,,,USAGUM,GUAM,USA,,,,,,,,0,030,030,03,1,4.0,4,1,4,-1.67910447761194,0,,,,,,,,1,Guam,GQ,GQ,,13.2613,145.096,GQ,1,Guam,GQ,GQ,,13.2613,145.096,GQ,20260827033000,https://www.guampdn.com/news/yigo-mayor-lizama-calls-for-won-pats-removal-over-stalled-sanchez-rebuild-closures/article_ae29365f-63e1-4e81-bcb8-8d81bf8b4647.html
1320127880,20250827,202508,2025,2025.6493,,,,,,,,,,,USAGUM,GUAM,USA,,,,,,,,0,051,051,05,1,3.4,4,1,4,-1.67910447761194,0,,,,,,,,1,Guam,GQ,GQ,,13.2613,145.096,GQ,1,Guam,GQ,GQ,,13.2613,145.096,GQ,20260827033000,https://www.guampdn.com/news/yigo-mayor-lizama-calls-for-won-pats-removal-over-stalled-sanchez-rebuild-closures/article_ae29365f-63e1-4e81-bcb8-8d81bf8b4647.html
1320127881,20250827,202508,2025,2025.6493,COP,POLICE,,,,,,COP,,,AFR,AFRICA,AFR,,,,,,,,0,1121,112,11,3,-2.0,2,1,2,-7.67888307155323,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,4,"Mamelodi, Gauteng, South Africa",SF,SF06,77339,-25.713,28.3653,-1256572,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,20260827033000,https://www.timeslive.co.za/opinion/2026-08-27-editorial-how-political-killings-will-impact-you-come-voting-day/
1320127882,20250827,202508,2025,2025.6493,COP,POLICE,,,,,,COP,,,AFR,AFRICA,AFR,,,,,,,,0,173,173,17,4,-5.0,1,1,1,-7.67888307155323,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,4,"Mamelodi, Gauteng, South Africa",SF,SF06,77339,-25.713,28.3653,-1256572,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,20260827033000,https://www.timeslive.co.za/opinion/2026-08-27-editorial-how-political-killings-will-impact-you-come-voting-day/
1320127883,20250827,202508,2025,2025.6493,COP,POLICE,,,,,,COP,,,AFR,AFRICA,AFR,,,,,,,,0,173,173,17,4,-5.0,1,1,1,-7.67888307155323,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,20260827033000,https://www.timeslive.co.za/opinion/2026-08-27-editorial-how-political-killings-will-impact-you-come-voting-day/
1320127884,20250827,202508,2025,2025.6493,COP,POLICE,,,,,,COP,,,AFR,AFRICA,AFR,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-7.67888307155323,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,4,"Mamelodi, Gauteng, South Africa",SF,SF06,77339,-25.713,28.3653,-1256572,4,"Mamelodi, Gauteng, South Africa",SF,SF06,77339,-25.713,28.3653,-1256572,20260827033000,https://www.timeslive.co.za/opinion/2026-08-27-editorial-how-political-killings-will-impact-you-come-voting-day/
1320127885,20250827,202508,2025,2025.6493,COP,POLICE,,,,,,COP,,,AFR,AFRICA,AFR,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-7.67888307155323,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,4,"Tshwane, Limpopo, South Africa",SF,SF09,77345,-25.1797,28.1135,-1292416,20260827033000,https://www.timeslive.co.za/opinion/2026-08-27-editorial-how-political-killings-will-impact-you-come-voting-day/
1320127886,20250827,202508,2025,2025.6493,GBR,BRITAIN,GBR,,,,,,,,,,,,,,,,,,1,112,112,11,3,-2.0,5,1,5,-6.78233438485805,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,0,,,,,,,,4,"Sussex, East Sussex, United Kingdom",UK,UKE2,40137,50.9167,-0.083333,-2609142,20260827033000,https://www.brightonandhovenews.org/2026/08/27/big-jump-in-the-number-of-illegal-ebikes-seized-by-sussex-police/
1320127887,20250827,202508,2025,2025.6493,JUD,JUDGE,,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,015,015,01,1,0.0,2,1,2,-8,3,"University Of Idaho, Idaho, United States",US,USID,ID057,46.7257,-117.011,375665,3,"Taylorville, Idaho, United States",US,USID,ID019,43.3827,-112.037,399269,3,"Taylorville, Idaho, United States",US,USID,ID019,43.3827,-112.037,399269,20260827033000,https://www.taylorvilledailynews.com/a-june-date-on-the-calendar-but-no-hearing-yet-for-bryan-kohbergers-plea-challenge/
1320127888,20250827,202508,2025,2025.6493,JUD,JUDGE,,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,045,045,04,1,5.0,2,1,2,-8,3,"University Of Idaho, Idaho, United States",US,USID,ID057,46.7257,-117.011,375665,3,"Taylorville, Idaho, United States",US,USID,ID019,43.3827,-112.037,399269,3,"Taylorville, Idaho, United States",US,USID,ID019,43.3827,-112.037,399269,20260827033000,https://www.taylorvilledailynews.com/a-june-date-on-the-calendar-but-no-hearing-yet-for-bryan-kohbergers-plea-challenge/
