GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1303182596,20160511,201605,2016,2016.3589,MAR,MOROCCO,MAR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,015,015,01,1,0.0,2,1,2,-1.51591712986357,4,"Souss, Souss-Massa-DrâMO, Morocco",MO,MO55,147358,30.3682,-9.6097,-49488,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260509013000,https://medias24.com/2026/05/08/report-in-gharb-loukkos-the-strawberry-is-losing-ground-1673187/
1303182597,20160511,201605,2016,2016.3589,MAR,MOROCCO,MAR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,015,015,01,1,0.0,2,1,2,-1.51591712986357,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260509013000,https://medias24.com/2026/05/08/report-in-gharb-loukkos-the-strawberry-is-losing-ground-1673187/
1303182598,20250509,202505,2025,2025.3534,CHNJUD,SHENZHEN,CHN,,,,,JUD,,,,,,,,,,,,,0,060,060,06,2,6.0,6,1,6,2.02898550724637,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,0,,,,,,,,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,20260509013000,https://jamaica-gleaner.com/article/business/20260508/rapid-embrace-ai-china-its-biggest-testing-ground-may-shape-how-ai-used
1303182599,20250509,202505,2025,2025.3534,CHNJUD,SHENZHEN,CHN,,,,,JUD,,,CHN,CHINA,CHN,,,,,,,,0,060,060,06,2,6.0,2,1,2,2.02898550724637,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,20260509013000,https://jamaica-gleaner.com/article/business/20260508/rapid-embrace-ai-china-its-biggest-testing-ground-may-shape-how-ai-used
1303182600,20250509,202505,2025,2025.3534,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,1,071,071,07,2,7.4,5,1,5,2.65151515151515,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,0,,,,,,,,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20260509013000,https://www.wyomingnewsnow.tv/community/fridays-on-the-plaza-2026-lineup-reveal/article_cdf22b8d-9e88-4e2a-b65c-fcbdd93ab842.html
1303182601,20250509,202505,2025,2025.3534,MNCTWN,TAIWAN SEMICONDUCTOR MANUFACTURING CO,TWN,,,,,MNC,,,USA,ARIZONA,USA,,,,,,,,1,030,030,03,1,4.0,10,1,10,1.47329650092081,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20260509013000,https://siliconangle.com/2026/05/08/intel-shares-jump-reported-chip-production-deal-apple/
1303182602,20250509,202505,2025,2025.3534,USA,TEXAS,USA,,,,,,,,,,,,,,,,,,1,128,128,12,3,-5.0,8,1,8,-4.11522633744856,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260509013000,https://www.fox13now.com/news/local-news/utah-students-parents-dealing-with-aftermath-of-canvas-hack
1303182603,20260409,202604,2026,2026.2712,EDU,SCHOOL,,,,,,EDU,,,LEG,LAWMAKER,,,,,,LEG,,,0,071,071,07,2,7.4,3,1,3,-0.39138943248532,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260509013000,https://www.wilx.com/2026/05/08/tight-budgets-force-lansing-school-district-layoffs-federal-relief-money-runs-dry-across-michigan/
1303182604,20260409,202604,2026,2026.2712,GOVBUS,NATIONAL BANK,,,,,,GOV,BUS,,USA,UNITED STATES,USA,,,,,,,,0,040,040,04,1,1.0,2,1,2,-4.54545454545454,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,20260509013000,https://www.americanbanker.com/news/appeals-judge-sends-illinois-interchange-case-back-to-district-court
1303182605,20260409,202604,2026,2026.2712,GOVBUS,NATIONAL BANK,,,,,,GOV,BUS,,USA,UNITED STATES,USA,,,,,,,,0,057,057,05,1,8.0,2,1,2,-4.54545454545454,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,20260509013000,https://www.americanbanker.com/news/appeals-judge-sends-illinois-interchange-case-back-to-district-court
