GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1323425457,20250917,202509,2025,2025.7041,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,036,036,03,1,4.0,10,1,10,0.45402951191827,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260917003000,https://www.watoday.com.au/lifestyle/life-and-relationships/we-have-lost-the-art-of-the-pop-in-i-petition-we-revive-it-20260908-p60ve8.html
1323425458,20250917,202509,2025,2025.7041,BUS,BUSINESS,,,,,,BUS,,,,,,,,,,,,,1,036,036,03,1,4.0,10,1,10,0.45402951191827,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260917003000,https://www.watoday.com.au/lifestyle/life-and-relationships/we-have-lost-the-art-of-the-pop-in-i-petition-we-revive-it-20260908-p60ve8.html
1323425459,20250917,202509,2025,2025.7041,CVL,COMMUNITY,,,,,,CVL,,,JEW,JEWISH,,,,JEW,,,,,0,072,072,07,2,8.3,5,1,5,-6.80272108843537,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260917003000,https://www.algemeiner.com/2026/09/16/anti-israel-activist-acquitted-defacing-churchill-statue-pro-hamas-symbol/
1323425460,20250917,202509,2025,2025.7041,CVL,COMMUNITY,,,,,,CVL,,,JEW,JEWISH,,,,JEW,,,,,0,084,084,08,2,7.0,5,1,5,-6.80272108843537,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260917003000,https://www.algemeiner.com/2026/09/16/anti-israel-activist-acquitted-defacing-churchill-statue-pro-hamas-symbol/
1323425461,20250917,202509,2025,2025.7041,CVL,COMMUNITY,,,,,,CVL,,,JEW,JEWISH,,,,JEW,,,,,0,090,090,09,2,-2.0,5,1,5,-6.80272108843537,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260917003000,https://www.algemeiner.com/2026/09/16/anti-israel-activist-acquitted-defacing-churchill-statue-pro-hamas-symbol/
1323425462,20250917,202509,2025,2025.7041,EDU,COLLEGE,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,1,043,043,04,1,2.8,4,1,4,-1.39130434782609,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260917003000,https://newsroom.ucla.edu/in-the-news/kia-hyundai-face-1-billion-in-lawsuits-over-easy-to-steal-cars-after-9th-circuit-ruling-and-more-ucla-media
1323425463,20250917,202509,2025,2025.7041,EDU,COLLEGE,,,,,,EDU,,,USAEDU,MICHIGAN,USA,,,,,EDU,,,1,043,043,04,1,2.8,2,1,2,-1.39130434782609,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260917003000,https://newsroom.ucla.edu/in-the-news/kia-hyundai-face-1-billion-in-lawsuits-over-easy-to-steal-cars-after-9th-circuit-ruling-and-more-ucla-media
1323425464,20250917,202509,2025,2025.7041,USA,UNITED STATES,USA,,,,,,,,USAEDU,UNITED STATES,USA,,,,,EDU,,,1,042,042,04,1,1.9,4,1,4,-1.39130434782609,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260917003000,https://newsroom.ucla.edu/in-the-news/kia-hyundai-face-1-billion-in-lawsuits-over-easy-to-steal-cars-after-9th-circuit-ruling-and-more-ucla-media
1323425465,20250917,202509,2025,2025.7041,USAEDU,MICHIGAN,USA,,,,,EDU,,,EDU,COLLEGE,,,,,,EDU,,,1,042,042,04,1,1.9,2,1,2,-1.39130434782609,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260917003000,https://newsroom.ucla.edu/in-the-news/kia-hyundai-face-1-billion-in-lawsuits-over-easy-to-steal-cars-after-9th-circuit-ruling-and-more-ucla-media
1323425466,20250917,202509,2025,2025.7041,USAEDU,UNITED STATES,USA,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,1,043,043,04,1,2.8,4,1,4,-1.39130434782609,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,20260917003000,https://newsroom.ucla.edu/in-the-news/kia-hyundai-face-1-billion-in-lawsuits-over-easy-to-steal-cars-after-9th-circuit-ruling-and-more-ucla-media
