GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1294388874,20250316,202503,2025,2025.2082,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,0,172,172,17,4,-5.0,4,1,4,-2.45901639344262,4,"Brookvale, New South Wales, Australia",AS,AS02,5104,-33.7667,151.267,398024,0,,,,,,,,4,"Brookvale, New South Wales, Australia",AS,AS02,5104,-33.7667,151.267,398024,20260316000000,https://www.theroar.com.au/2026/01/21/nrl-round-1-predicted-teams-sydney-roosters-robinson-hoping-history-repeats-with-dce-sparking-new-look-chooks/?comment_id=10582458
1294388875,20250316,202503,2025,2025.2082,JUD,HIGH COURT,,,,,,JUD,,,NZL,CHRISTCHURCH,NZL,,,,,,,,1,020,020,02,1,3.0,5,1,5,-8.05500982318276,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260316000000,https://www.nzherald.co.nz/nz/mama-hooch-case-judge-dismisses-majority-of-rapist-brothers-appeal/TLSJUOQEJ5HH3IFX2ZAO2XU2FY/
1294388876,20250316,202503,2025,2025.2082,USA,UNITED STATES,USA,,,,,,,,COP,PRISON,,,,,,COP,,,0,173,173,17,4,-5.0,2,1,2,-11.3744075829384,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260316000000,https://www.breitbart.com/immigration/2026/03/15/indian-migrants-charged-with-visa-fraud-via-fake-robbery-crimes/
1294388877,20250316,202503,2025,2025.2082,USA,UNITED STATES,USA,,,,,,,,COP,PRISON,,,,,,COP,,,0,173,173,17,4,-5.0,2,1,2,-11.3744075829384,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260316000000,https://www.breitbart.com/immigration/2026/03/15/indian-migrants-charged-with-visa-fraud-via-fake-robbery-crimes/
1294388878,20260309,202603,2026,2026.1890,IRN,IRAN,IRN,,,,,,,,BUS,COMPANIES,,,,,,BUS,,,1,012,012,01,1,-0.4,4,1,4,-2.59938837920489,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260316000000,https://www.yahoo.com/news/articles/pm-set-support-plan-heating-231026826.html
1294388879,20260309,202603,2026,2026.1890,LEG,SENATE,,,,,,LEG,,,,,,,,,,,,,0,014,014,01,1,0.0,8,1,8,-1.20967741935484,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,0,,,,,,,,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260316000000,https://www.breitbart.com/politics/2026/03/15/exclusive-sen-mike-lee-planned-save-america-act-to-show-who-is-fighting-for-secure-elections-who-fears-them/
1294388880,20260309,202603,2026,2026.1890,LEG,SENATE,,,,,,LEG,,,,,,,,,,,,,0,020,020,02,1,3.0,2,1,2,-1.20967741935484,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,0,,,,,,,,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260316000000,https://www.breitbart.com/politics/2026/03/15/exclusive-sen-mike-lee-planned-save-america-act-to-show-who-is-fighting-for-secure-elections-who-fears-them/
1294388881,20260309,202603,2026,2026.1890,LEG,SENATE,,,,,,LEG,,,USA,UNITED STATES,USA,,,,,,,,0,020,020,02,1,3.0,6,1,6,-1.20967741935484,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260316000000,https://www.breitbart.com/politics/2026/03/15/exclusive-sen-mike-lee-planned-save-america-act-to-show-who-is-fighting-for-secure-elections-who-fears-them/
1294388882,20260316,202603,2026,2026.2082,,,,,,,,,,,ARG,ARGENTINA,ARG,,,,,,,,1,042,042,04,1,1.9,4,1,4,0.83102493074792,0,,,,,,,,4,"Buenos Aires, Distrito Federal, Argentina",AR,AR07,22379,-34.5875,-58.6725,-979186,4,"Buenos Aires, Distrito Federal, Argentina",AR,AR07,22379,-34.5875,-58.6725,-979186,20260316000000,https://theshillongtimes.com/2026/03/16/cillian-murphy-on-tommy-shelbys-signature-haircut/
1294388883,20260316,202603,2026,2026.2082,,,,,,,,,,,BEL,BRUSSELS,BEL,,,,,,,,0,014,014,01,1,0.0,1,1,1,-0.9433962264151,0,,,,,,,,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,20260316000000,https://theshillongtimes.com/2026/03/16/west-asia-crisis-mea-speaks-to-saudi-uae-foreign-ministers/
1294388884,20260316,202603,2026,2026.2082,,,,,,,,,,,BEL,BRUSSELS,BEL,,,,,,,,0,014,014,01,1,0.0,1,1,1,-0.9433962264151,0,,,,,,,,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,20260316000000,https://theshillongtimes.com/2026/03/16/west-asia-crisis-mea-speaks-to-saudi-uae-foreign-ministers/
1294388885,20260316,202603,2026,2026.2082,,,,,,,,,,,BEL,BRUSSELS,BEL,,,,,,,,0,042,042,04,1,1.9,3,1,3,-0.9433962264151,0,,,,,,,,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,20260316000000,https://theshillongtimes.com/2026/03/16/west-asia-crisis-mea-speaks-to-saudi-uae-foreign-ministers/
1294388886,20260316,202603,2026,2026.2082,,,,,,,,,,,BEL,BRUSSELS,BEL,,,,,,,,0,042,042,04,1,1.9,1,1,1,-0.9433962264151,0,,,,,,,,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260316000000,https://theshillongtimes.com/2026/03/16/west-asia-crisis-mea-speaks-to-saudi-uae-foreign-ministers/
1294388887,20260316,202603,2026,2026.2082,,,,,,,,,,,BEL,BRUSSELS,BEL,,,,,,,,0,042,042,04,1,1.9,1,1,1,-0.9433962264151,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260316000000,https://theshillongtimes.com/2026/03/16/west-asia-crisis-mea-speaks-to-saudi-uae-foreign-ministers/
