GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1301874531,20250501,202505,2025,2025.3315,,,,,,,,,,,MED,MEDIA,,,,,,MED,,,1,043,043,04,1,2.8,3,1,3,-4.49172576832151,0,,,,,,,,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20260501001500,https://thebeatdfw.com/4528434/james-comey-defiant-after-2nd-doj-indictment/
1301874532,20250501,202505,2025,2025.3315,BRA,BRAZIL,BRA,,,,,,,,,,,,,,,,,,1,172,172,17,4,-5.0,2,1,2,-5.15653775322283,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,40202,-15.7833,-47.9167,-631243,0,,,,,,,,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,40202,-15.7833,-47.9167,-631243,20260501001500,https://www.wyomingnewsnow.tv/news/national/blow-for-lula-as-brazil-mps-slash-bolsonaro-prison-term/article_d0d77cab-3086-55f1-9af6-556e86ce15e1.html
1301874533,20250501,202505,2025,2025.3315,BRA,BRAZIL,BRA,,,,,,,,BRAELI,BRAZIL,BRA,,,,,ELI,,,1,173,173,17,4,-5.0,2,1,2,-5.15653775322283,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,40202,-15.7833,-47.9167,-631243,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,40202,-15.7833,-47.9167,-631243,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,40202,-15.7833,-47.9167,-631243,20260501001500,https://www.wyomingnewsnow.tv/news/national/blow-for-lula-as-brazil-mps-slash-bolsonaro-prison-term/article_d0d77cab-3086-55f1-9af6-556e86ce15e1.html
1301874534,20250501,202505,2025,2025.3315,BRAELI,BRAZIL,BRA,,,,,ELI,,,BRA,BRAZIL,BRA,,,,,,,,1,172,172,17,4,-5.0,2,1,2,-5.15653775322283,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,40202,-15.7833,-47.9167,-631243,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,40202,-15.7833,-47.9167,-631243,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,40202,-15.7833,-47.9167,-631243,20260501001500,https://www.wyomingnewsnow.tv/news/national/blow-for-lula-as-brazil-mps-slash-bolsonaro-prison-term/article_d0d77cab-3086-55f1-9af6-556e86ce15e1.html
1301874535,20250501,202505,2025,2025.3315,COP,DETECTIVE,,,,,,COP,,,AUS,SYDNEY,AUS,,,,,,,,1,193,193,19,4,-10.0,8,1,8,-8.33333333333334,4,"Blacktown, New South Wales, Australia",AS,AS02,4951,-33.7667,150.917,-1559713,4,"Blacktown, New South Wales, Australia",AS,AS02,4951,-33.7667,150.917,-1559713,4,"Blacktown, New South Wales, Australia",AS,AS02,4951,-33.7667,150.917,-1559713,20260501001500,https://www.miragenews.com/homicide-detectives-seize-car-in-mal-seve-1665702/
1301874536,20250501,202505,2025,2025.3315,GOV,GOVERNMENT,,,,,,GOV,,,JUD,HIGH COURT,,,,,,JUD,,,1,020,020,02,1,3.0,10,1,10,-0.55607043558851,2,"North Dakota, United States",US,USND,,47.5362,-99.793,ND,2,"North Dakota, United States",US,USND,,47.5362,-99.793,ND,2,"North Dakota, United States",US,USND,,47.5362,-99.793,ND,20260501001500,https://kfgo.com/2026/04/30/1299666/
1301874537,20250501,202505,2025,2025.3315,GOV,ADMINISTRATION,,,,,,GOV,,,LEG,LAWMAKER,,,,,,LEG,,,0,071,071,07,2,7.4,5,1,5,-3.31588132635253,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260501001500,https://www.defenseone.com/policy/2026/04/air-forces-top-general-supplemental-funding-needed-replace-us-aircraft-lost-iran/413242/
1301874538,20250501,202505,2025,2025.3315,JUD,JUDGE,,,,,,JUD,,,,,,,,,,,,,1,173,173,17,4,-5.0,3,1,3,-5.38461538461538,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,0,,,,,,,,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260501001500,https://wgme.com/news/local/report-maine-teen-accused-of-killing-paddleboarder-ruled-competent-to-stand-trial-union-deven-young-sunshine-sunny-stewart
1301874539,20250501,202505,2025,2025.3315,JUD,JUDGE,,,,,,JUD,,,CVL,VILLAGER,,,,,,CVL,,,1,173,173,17,4,-5.0,5,1,5,-5.38461538461538,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260501001500,https://wgme.com/news/local/report-maine-teen-accused-of-killing-paddleboarder-ruled-competent-to-stand-trial-union-deven-young-sunshine-sunny-stewart
1301874540,20250501,202505,2025,2025.3315,JUD,JUDGE,,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-5.38461538461538,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,2,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20260501001500,https://wgme.com/news/local/report-maine-teen-accused-of-killing-paddleboarder-ruled-competent-to-stand-trial-union-deven-young-sunshine-sunny-stewart
