GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1297679679,20250405,202504,2025,2025.2603,AUS,AUSTRALIA,AUS,,,,,,,,AUSCOP,VICTORIA,AUS,,,,,COP,,,0,110,110,11,3,-2.0,4,1,4,-4.64716006884681,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,20260405031500,https://www.abc.net.au/news/2026-04-05/vic-neal-thompson-sisters-to-sue-police/106532620
1297679680,20250405,202504,2025,2025.2603,AUS,AUSTRALIA,AUS,,,,,,,,AUSCOP,AUSTRALIA,AUS,,,,,COP,,,1,193,193,19,4,-10.0,1,1,1,-4.64716006884681,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,20260405031500,https://www.abc.net.au/news/2026-04-05/vic-neal-thompson-sisters-to-sue-police/106532620
1297679681,20250405,202504,2025,2025.2603,AUSCOP,VICTORIA,AUS,,,,,COP,,,COP,POLICE OFFICER,,,,,,COP,,,1,193,193,19,4,-10.0,3,1,3,-4.64716006884681,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,20260405031500,https://www.abc.net.au/news/2026-04-05/vic-neal-thompson-sisters-to-sue-police/106532620
1297679682,20260405,202604,2026,2026.2603,,,,,,,,,,,AGR,FARMER,,,,,,AGR,,,0,046,046,04,1,7.0,3,1,3,-1.43884892086331,0,,,,,,,,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,4,"Athens, AttikíR, Greece",GR,GR35,16716,37.9833,23.7333,-814876,20260405031500,https://tiftongazette.com/2026/04/04/rick-jackson-draws-crowd-at-tifton-campaign-stop/
1297679683,20260405,202604,2026,2026.2603,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,014,014,01,1,0.0,2,1,2,-0.42194092827004,0,,,,,,,,4,"Ningaloo, Western Australia, Australia",AS,AS08,5480,-22.694,113.677,-1591656,4,"Ningaloo, Western Australia, Australia",AS,AS08,5480,-22.694,113.677,-1591656,20260405031500,https://www.abc.net.au/news/2026-04-05/nwch-reopens-after-cyclone-narelle-for-easter-road-trips/106532742
1297679684,20260405,202604,2026,2026.2603,,,,,,,,,,,CAN,ONTARIO,CAN,,,,,,,,1,042,042,04,1,1.9,10,1,10,7.21153846153846,0,,,,,,,,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,20260405031500,https://www.richlandsource.com/wp-json/gravityview/v1/view/952836/entry/17215?_wpnonce=826d605729
1297679685,20260405,202604,2026,2026.2603,,,,,,,,,,,COP,CONSTABLE,,,,,,COP,,,1,190,190,19,4,-10.0,6,1,6,-4.64716006884681,0,,,,,,,,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,20260405031500,https://www.abc.net.au/news/2026-04-05/vic-neal-thompson-sisters-to-sue-police/106532620
1297679686,20260405,202604,2026,2026.2603,,,,,,,,,,,CRI,COSTA RICA,CRI,,,,,,,,1,042,042,04,1,1.9,3,1,3,1.82421227197346,0,,,,,,,,1,Costa Rica,CS,CS,,10,-84,CS,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260405031500,https://www.dailymail.co.uk/tvshowbiz/article-15707165/rhony-sai-silva-breaks-silence-husband-divorce.html
1297679687,20260405,202604,2026,2026.2603,,,,,,,,,,,CRI,COSTA RICA,CRI,,,,,,,,1,042,042,04,1,1.9,3,1,3,1.82421227197346,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260405031500,https://www.dailymail.co.uk/tvshowbiz/article-15707165/rhony-sai-silva-breaks-silence-husband-divorce.html
1297679688,20260405,202604,2026,2026.2603,,,,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,1,042,042,04,1,1.9,6,1,6,4.27350427350427,0,,,,,,,,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260405031500,https://www.timesleader.com/opinion/columns/1737832/beyond-the-byline-we-could-use-more-like-mr-bigler
1297679689,20260405,202604,2026,2026.2603,,,,,,,,,,,IDN,INDONESIAN,IDN,,,,,,,,0,190,190,19,4,-10.0,10,1,10,-3.37837837837838,0,,,,,,,,1,Indonesia,ID,ID,,-5,120,ID,1,Indonesia,ID,ID,,-5,120,ID,20260405031500,https://www.thestar.com.my/news/nation/2026/04/05/malaysia-condemns-continuing-attacks-on-unifil-peacekeepers-in-southern-lebanon
1297679690,20260405,202604,2026,2026.2603,,,,,,,,,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,1,020,020,02,1,3.0,2,1,2,1.41700404858299,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260405031500,https://idrw.org/iranians-playing-smart-chess-game-trump-living-in-fantasy-land-former-diplomat-k-p-fabian/
1297679691,20260405,202604,2026,2026.2603,,,,,,,,,,,IND,DHANBAD,IND,,,,,,,,1,036,036,03,1,4.0,3,1,3,6,0,,,,,,,,4,"Dhanbad, Jharkhand, India",IN,IN38,70141,23.8,86.45,-2094548,4,"Dhanbad, Jharkhand, India",IN,IN38,70141,23.8,86.45,-2094548,20260405031500,https://dailypioneer.com/news/iit-ism-dhanbad-to-host-r-amp-d-fair-from-april-6
