GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1290292460,20250221,202502,2025,2025.1397,,,,,,,,,,,BUS,MANUFACTURER,,,,,,BUS,,,0,060,060,06,2,6.0,3,1,3,-0.85669781931464,0,,,,,,,,3,"Bay Ridge, New York, United States",US,USNY,,40.634,-74.0146,943187,3,"Manhattan, New York, United States",US,USNY,NY061,40.7834,-73.9662,971945,20260221050000,https://www.thestar.com.my/tech/tech-news/2026/02/21/dinner-is-being-recorded-whether-you-know-it-or-not
1290292461,20260122,202601,2026,2026.0603,,,,,,,,,,,GOV,MAYOR,,,,,,GOV,,,1,040,040,04,1,1.0,3,1,3,-3.28767123287671,0,,,,,,,,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,20260221050000,https://www.nbcmiami.com/responds/county-and-city-budgets-could-take-hit-if-property-tax-reform-passes/3770445/
1290292462,20260122,202601,2026,2026.0603,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,010,010,01,1,0.0,12,1,6,-1.72413793103448,0,,,,,,,,3,"Plattsburgh, New York, United States",US,USNY,NY019,44.6995,-73.4529,960698,3,"Plattsburgh, New York, United States",US,USNY,NY019,44.6995,-73.4529,960698,20260221050000,https://www.mynbc5.com/article/ny-assemblyman-lower-utility-rates/70430151
1290292463,20260122,202601,2026,2026.0603,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,036,036,03,1,4.0,12,1,6,-1.72413793103448,0,,,,,,,,3,"Plattsburgh, New York, United States",US,USNY,NY019,44.6995,-73.4529,960698,3,"Plattsburgh, New York, United States",US,USNY,NY019,44.6995,-73.4529,960698,20260221050000,https://www.mynbc5.com/article/ny-assemblyman-lower-utility-rates/70430151
1290292464,20260122,202601,2026,2026.0603,,,,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,040,040,04,1,1.0,1,1,1,-3.28767123287671,0,,,,,,,,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,20260221050000,https://www.nbcmiami.com/responds/county-and-city-budgets-could-take-hit-if-property-tax-reform-passes/3770445/
1290292465,20260122,202601,2026,2026.0603,GOV,MAYOR,,,,,,GOV,,,,,,,,,,,,,1,040,040,04,1,1.0,3,1,3,-3.28767123287671,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,0,,,,,,,,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,20260221050000,https://www.nbcmiami.com/responds/county-and-city-budgets-could-take-hit-if-property-tax-reform-passes/3770445/
1290292466,20260122,202601,2026,2026.0603,GOV,MAYOR,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,040,040,04,1,1.0,1,1,1,-3.28767123287671,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,20260221050000,https://www.nbcmiami.com/responds/county-and-city-budgets-could-take-hit-if-property-tax-reform-passes/3770445/
1290292467,20260122,202601,2026,2026.0603,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,036,036,03,1,4.0,12,1,6,-1.72413793103448,3,"Plattsburgh, New York, United States",US,USNY,NY019,44.6995,-73.4529,960698,0,,,,,,,,3,"Plattsburgh, New York, United States",US,USNY,NY019,44.6995,-73.4529,960698,20260221050000,https://www.mynbc5.com/article/ny-assemblyman-lower-utility-rates/70430151
1290292468,20260122,202601,2026,2026.0603,USA,UNITED STATES,USA,,,,,,,,GOV,MAYOR,,,,,,GOV,,,1,040,040,04,1,1.0,1,1,1,-3.28767123287671,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,20260221050000,https://www.nbcmiami.com/responds/county-and-city-budgets-could-take-hit-if-property-tax-reform-passes/3770445/
1290292469,20260122,202601,2026,2026.0603,USA,UNITED STATES,USA,,,,,,,,MILJUD,ARMY,,,,,,MIL,JUD,,1,060,060,06,2,6.0,2,1,2,-4.91329479768786,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260221050000,https://www.wsgw.com/judge-who-held-doj-lawyer-in-contempt-blasts-handling-of-immigration-cases/
1290292470,20260122,202601,2026,2026.0603,USAGOV,UNITED STATES,USA,,,,,GOV,,,,,,,,,,,,,1,040,040,04,1,1.0,1,1,1,-3.28767123287671,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,0,,,,,,,,3,"Tamarac, Florida, United States",US,USFL,FL011,26.2129,-80.2498,300337,20260221050000,https://www.nbcmiami.com/responds/county-and-city-budgets-could-take-hit-if-property-tax-reform-passes/3770445/
1290292471,20260214,202602,2026,2026.1205,ARM,YEREVAN,ARM,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,043,043,04,1,2.8,2,1,2,-2.11148648648649,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20260221050000,https://lamag.com/news-and-politics/armenian-officials-press-diplomatic-agenda-in-los-angeles-amid-regional-tensions/
1290292472,20260214,202602,2026,2026.1205,ARM,ARMENIA,ARM,,,,,,,,USA,AMERICAN,USA,,,,,,,,0,043,043,04,1,2.8,6,1,6,-2.11148648648649,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260221050000,https://lamag.com/news-and-politics/armenian-officials-press-diplomatic-agenda-in-los-angeles-amid-regional-tensions/
1290292473,20260214,202602,2026,2026.1205,ARM,ARMENIA,ARM,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,1,1,1,-2.11148648648649,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20260221050000,https://lamag.com/news-and-politics/armenian-officials-press-diplomatic-agenda-in-los-angeles-amid-regional-tensions/
1290292474,20260214,202602,2026,2026.1205,COP,POLICE,,,,,,COP,,,MDV,MALE,MDV,,,,,,,,1,173,173,17,4,-5.0,5,1,5,-8.98100172711572,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260221050000,https://foxbaltimore.com/news/local/court-records-homeless-man-arrested-following-failed-robbery-attempt-in-south-baltimore
