GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1322889624,20250914,202509,2025,2025.6959,UKR,UKRAINIAN,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,181,181,18,4,-9.0,4,1,4,-1.04861773117255,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260914011500,https://www.politico.eu/article/ursula-von-der-leyen-state-of-the-union-speech/
1322889625,20250914,202509,2025,2025.6959,UKR,UKRAINIAN,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,181,181,18,4,-9.0,3,1,3,-1.04861773117255,1,Ukraine,UP,UP,,49,32,UP,1,Russia,RS,RS,,60,100,RS,1,Ukraine,UP,UP,,49,32,UP,20260914011500,https://www.politico.eu/article/ursula-von-der-leyen-state-of-the-union-speech/
1322889626,20250914,202509,2025,2025.6959,UKR,UKRAINIAN,UKR,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,181,181,18,4,-9.0,1,1,1,-1.04861773117255,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,1,Ukraine,UP,UP,,49,32,UP,20260914011500,https://www.politico.eu/article/ursula-von-der-leyen-state-of-the-union-speech/
1322889627,20260815,202608,2026,2026.6164,,,,,,,,,,,PSEREB,HAMAS,PSE,,,,,REB,,,0,046,046,04,1,7.0,10,1,10,-4.56989247311828,0,,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260914011500,https://www.theyeshivaworld.com/news/israel-news/2597632/likud-fires-back-netanyahus-party-rejects-kushner-claim-that-doha-strike-hurt-israel.html
1322889628,20260815,202608,2026,2026.6164,GOV,ADMINISTRATION,,,,,,GOV,,,MED,MEDIA,,,,,,MED,,,0,016,016,01,1,-2.0,10,1,10,-7.07070707070707,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260914011500,https://www.oann.com/newsroom/not-concerned-at-all-centcom-commander-addresses-purported-munitions-shortage/
1322889629,20260815,202608,2026,2026.6164,ISR,ISRAEL,ISR,,,,,,,,ISRGOV,ISRAELI,ISR,,,,,GOV,,,0,010,010,01,1,0.0,3,1,3,-6.6747572815534,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260914011500,https://www.yahoo.com/entertainment/celebrity/articles/ms-rachel-claims-celebrities-silent-203901235.html
1322889630,20260815,202608,2026,2026.6164,ISR,ISRAEL,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,036,036,03,1,4.0,2,1,2,-4.77657935285054,1,Lebanon,LE,LE,,33.833333,35.833333,LE,4,"Bab El-Mandeb, , Djibouti",DJ,DJ,,12.5833,43.35,-3189484,1,Israel,IS,IS,,31.5,34.75,IS,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889631,20260815,202608,2026,2026.6164,ISR,ISRAEL,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,036,036,03,1,4.0,2,1,2,-4.77657935285054,1,Lebanon,LE,LE,,33.833333,35.833333,LE,4,"Bab El-Mandeb, , Djibouti",DJ,DJ,,12.5833,43.35,-3189484,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889632,20260815,202608,2026,2026.6164,ISR,ISRAEL,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,0,036,036,03,1,4.0,2,1,2,-4.77657935285054,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Israel,IS,IS,,31.5,34.75,IS,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889633,20260815,202608,2026,2026.6164,ISR,ISRAEL,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,046,046,04,1,7.0,4,1,4,-4.77657935285054,1,Lebanon,LE,LE,,33.833333,35.833333,LE,4,"Bab El-Mandeb, , Djibouti",DJ,DJ,,12.5833,43.35,-3189484,1,Israel,IS,IS,,31.5,34.75,IS,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889634,20260815,202608,2026,2026.6164,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,036,036,03,1,4.0,5,1,5,-4.77657935285054,4,"Baniyas, Tartus, Syria",SY,SY14,26374,35.1819,35.9487,-2540079,4,"Baniyas, Tartus, Syria",SY,SY14,26374,35.1819,35.9487,-2540079,4,"Baniyas, Tartus, Syria",SY,SY14,26374,35.1819,35.9487,-2540079,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889635,20260815,202608,2026,2026.6164,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,036,036,03,1,4.0,1,1,1,-4.77657935285054,4,"Bab El-Mandeb, , Djibouti",DJ,DJ,,12.5833,43.35,-3189484,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Israel,IS,IS,,31.5,34.75,IS,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889636,20260815,202608,2026,2026.6164,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,036,036,03,1,4.0,1,1,1,-4.77657935285054,4,"Bab El-Mandeb, , Djibouti",DJ,DJ,,12.5833,43.35,-3189484,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889637,20260815,202608,2026,2026.6164,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,036,036,03,1,4.0,9,1,6,-4.77657935285054,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889638,20260815,202608,2026,2026.6164,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,036,036,03,1,4.0,2,1,2,-4.77657935285054,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Israel,IS,IS,,31.5,34.75,IS,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889639,20260815,202608,2026,2026.6164,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,036,036,03,1,4.0,2,1,2,-4.77657935285054,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889640,20260815,202608,2026,2026.6164,LBN,LEBANON,LBN,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,046,046,04,1,7.0,4,1,4,-4.77657935285054,4,"Bab El-Mandeb, , Djibouti",DJ,DJ,,12.5833,43.35,-3189484,1,Lebanon,LE,LE,,33.833333,35.833333,LE,1,Israel,IS,IS,,31.5,34.75,IS,20260914011500,https://www.yahoo.com/news/world/articles/iraq-confirms-attacks-saudi-pipeline-065944052.html
1322889641,20260815,202608,2026,2026.6164,PSEREB,HAMAS,PSE,,,,,REB,,,,,,,,,,,,,0,046,046,04,1,7.0,10,1,10,-4.56989247311828,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,0,,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260914011500,https://www.theyeshivaworld.com/news/israel-news/2597632/likud-fires-back-netanyahus-party-rejects-kushner-claim-that-doha-strike-hurt-israel.html
1322889642,20260815,202608,2026,2026.6164,RUS,RUSSIAN,RUS,,,,,,,,CVL,SETTLEMENT,,,,,,CVL,,,0,192,192,19,4,-9.5,1,1,1,-3.21592649310873,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260914011500,https://www.thedailybeast.com/vladimir-putins-battlefield-boasts-collapse-in-humiliating-fashion/
1322889643,20260815,202608,2026,2026.6164,RUSGOV,RUSSIAN,RUS,,,,,GOV,,,CVL,SETTLEMENT,,,,,,CVL,,,0,192,192,19,4,-9.5,6,1,6,-3.21592649310873,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260914011500,https://www.thedailybeast.com/vladimir-putins-battlefield-boasts-collapse-in-humiliating-fashion/
1322889644,20260914,202609,2026,2026.6959,,,,,,,,,,,AFG,AFGHANISTAN,AFG,,,,,,,,0,043,043,04,1,2.8,4,1,4,-1.88679245283019,0,,,,,,,,1,Afghanistan,AF,AF,,33,66,AF,1,Afghanistan,AF,AF,,33,66,AF,20260914011500,https://www.thedailybeast.com/trumps-spy-agency-begging-ex-staff-to-return-amid-massive-overhaul/
1322889645,20260914,202609,2026,2026.6959,,,,,,,,,,,ARG,ARGENTINA,ARG,,,,,,,,1,0311,031,03,1,5.2,10,1,10,3.50194552529183,0,,,,,,,,1,Mexico,MX,MX,,23,-102,MX,1,Mexico,MX,MX,,23,-102,MX,20260914011500,https://verticalmag.com/email/Vertical_sunday_review_email.php?date=2026-09-14
1322889646,20260914,202609,2026,2026.6959,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,4,1,3,3.25203252032521,0,,,,,,,,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,20260914011500,https://www.eurasiareview.com/14092026-australia-thailand-boosting-security-cooperation/
1322889647,20260914,202609,2026,2026.6959,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,2,1,2,4.66595970307529,0,,,,,,,,1,South Sudan,OD,OD,,8,30,OD,1,South Sudan,OD,OD,,8,30,OD,20260914011500,https://www.cairnspost.com.au/lifestyle/stellar/duckie-thots-next-big-move-i-miss-being-in-the-concrete-jungle/news-story/3419861e49c74282ae9058d8c025e906?nk=47da8e7ce23afe87492ebf3637efe6af-1789347717
1322889648,20260914,202609,2026,2026.6959,,,,,,,,,,,AUS,SYDNEY,AUS,,,,,,,,0,043,043,04,1,2.8,10,1,10,3.50404312668464,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260914011500,https://travelweekly.com.au/hundreds-descend-on-sydney-for-expanded-cruise360/
1322889649,20260914,202609,2026,2026.6959,,,,,,,,,,,BRA,BRAZIL,BRA,,,,,,,,0,042,042,04,1,1.9,2,1,2,-0.77821011673152,0,,,,,,,,4,"Escuro, Acre, Brazil",BR,BR01,18585,-8.14861,-72.8572,-641188,4,"Escuro, Acre, Brazil",BR,BR01,18585,-8.14861,-72.8572,-641188,20260914011500,https://artdaily.com/news/200205/Brazilian-artist-Anna-Maria-Maiolino-debuts-six-decade-retrospective-at-Hauser---Wirth
1322889650,20260914,202609,2026,2026.6959,,,,,,,,,,,CAN,ONTARIO,CAN,,,,,,,,1,051,051,05,1,3.4,2,1,2,0.33333333333333,0,,,,,,,,4,"Quebec, Quebec, Canada",CA,CA10,12750,47.5,-72,-571850,4,"Quebec, Quebec, Canada",CA,CA10,12750,47.5,-72,-571850,20260914011500,https://toronto.citynews.ca/2026/09/13/new-poll-liberals-14-point-lead-over-conservatives-escalating-trade-war/
1322889651,20260914,202609,2026,2026.6959,,,,,,,,,,,CAN,ONTARIO,CAN,,,,,,,,1,051,051,05,1,3.4,8,1,8,0.33333333333333,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,4,"Quebec, Quebec, Canada",CA,CA10,12750,47.5,-72,-571850,20260914011500,https://toronto.citynews.ca/2026/09/13/new-poll-liberals-14-point-lead-over-conservatives-escalating-trade-war/
1322889652,20260914,202609,2026,2026.6959,,,,,,,,,,,CHE,SWITZERLAND,CHE,,,,,,,,1,043,043,04,1,2.8,2,1,2,-1.47058823529412,0,,,,,,,,1,Switzerland,SZ,SZ,,47,8,SZ,1,Switzerland,SZ,SZ,,47,8,SZ,20260914011500,https://artdaily.com/news/200197/Kunsthalle-Bern-presents-first-Swiss-solo-exhibition-by-Saodat-Ismailova
1322889653,20260914,202609,2026,2026.6959,,,,,,,,,,,CHN,BEIJING,CHN,,,,,,,,0,036,036,03,1,4.0,8,1,8,3,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260914011500,http://en.people.cn/n3/2026/0914/c90000-20499213.html
1322889654,20260914,202609,2026,2026.6959,,,,,,,,,,,CHN,BEIJING,CHN,,,,,,,,0,042,042,04,1,1.9,10,1,10,3,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260914011500,http://en.people.cn/n3/2026/0914/c90000-20499213.html
1322889655,20260914,202609,2026,2026.6959,,,,,,,,,,,CHN,BEIJING,CHN,,,,,,,,1,042,042,04,1,1.9,10,1,10,3,0,,,,,,,,4,"Shanxi, Fujian, China",CH,CH07,13167,26.9512,116.692,10771269,4,"Shanxi, Fujian, China",CH,CH07,13167,26.9512,116.692,10771269,20260914011500,http://en.people.cn/n3/2026/0914/c90000-20499213.html
1322889656,20260914,202609,2026,2026.6959,,,,,,,,,,,CHN,BEIJING,CHN,,,,,,,,1,173,173,17,4,-5.0,10,1,10,3,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260914011500,http://en.people.cn/n3/2026/0914/c90000-20499213.html
1322889657,20260914,202609,2026,2026.6959,,,,,,,,,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,046,046,04,1,7.0,2,1,2,5.8659217877095,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260914011500,https://www.eurasiareview.com/14092026-brics-summit-concludes-with-adoption-of-new-delhi-declaration/
1322889658,20260914,202609,2026,2026.6959,,,,,,,,,,,COP,PRISON,,,,,,COP,,,1,012,012,01,1,-0.4,5,1,5,-8.38574423480081,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260914011500,https://www.dailymail.com/news/article-16128739/Albanian-drug-dealer-entered-Britain-false-identity-spared-jail-partner-suffers-depression-chronic-pain.html
1322889659,20260914,202609,2026,2026.6959,,,,,,,,,,,COP,PRISON,,,,,,COP,,,1,080,080,08,2,5.0,5,1,5,-8.38574423480081,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260914011500,https://www.dailymail.com/news/article-16128739/Albanian-drug-dealer-entered-Britain-false-identity-spared-jail-partner-suffers-depression-chronic-pain.html
1322889660,20260914,202609,2026,2026.6959,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,042,042,04,1,1.9,2,1,2,1.53203342618384,0,,,,,,,,3,"Oakland County, Michigan, United States",US,USMI,,42.6667,-83.3999,1623005,3,"Oakland County, Michigan, United States",US,USMI,,42.6667,-83.3999,1623005,20260914011500,https://www.theoaklandpress.com/2026/09/13/101-year-old-leaves-oakland-county-with-a-legacy-of-kindness/
1322889661,20260914,202609,2026,2026.6959,,,,,,,,,,,CVL,SCIENTIST,,,,,,CVL,,,1,042,042,04,1,1.9,3,1,3,-0.393037619315,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260914011500,https://collider.com/far-side-best-unhinged-dinosaur-comics/
