GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1305536458,20250523,202505,2025,2025.3918,,,,,,,,,,,GHA,GHANA,GHA,,,,,,,,1,046,046,04,1,7.0,10,1,10,1.33037694013303,0,,,,,,,,4,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,4,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,20260523040000,http://www.businessghana.com/site/news/business/348945/Ghana-to-host-World-Cocoa-Foundation-Partnership-meeting-in-2027
1305536459,20250523,202505,2025,2025.3918,,,,,,,,,,,OPP,PROTESTER,,,,,,OPP,,,1,112,112,11,3,-2.0,3,1,3,-10.7738998482549,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260523040000,https://www.dailymail.com/news/article-15842003/ice-agent-court-offensive-social-media-spokane.html
1305536460,20250523,202505,2025,2025.3918,,,,,,,,,,,OPP,PROTESTER,,,,,,OPP,,,1,112,112,11,3,-2.0,3,1,3,-10.7738998482549,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260523040000,https://www.dailymail.com/news/article-15842003/ice-agent-court-offensive-social-media-spokane.html
1305536461,20250523,202505,2025,2025.3918,GHA,GHANA,GHA,,,,,,,,,,,,,,,,,,1,046,046,04,1,7.0,10,1,10,1.33037694013303,4,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,0,,,,,,,,4,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,20260523040000,http://www.businessghana.com/site/news/business/348945/Ghana-to-host-World-Cocoa-Foundation-Partnership-meeting-in-2027
1305536462,20250523,202505,2025,2025.3918,GOV,MINIST,,,,,,GOV,,,JAM,JAMAICA,JAM,,,,,,,,1,010,010,01,1,0.0,5,1,5,-3.65448504983388,1,Trinidad And Tobago,TD,TD,,11,-61,TD,1,Trinidad And Tobago,TD,TD,,11,-61,TD,1,Trinidad And Tobago,TD,TD,,11,-61,TD,20260523040000,https://www.sknvibes.com/news/newsdetails.cfm/127396
1305536463,20250523,202505,2025,2025.3918,MED,WEBSITE,,,,,,MED,,,EDU,SCHOOL,,,,,,EDU,,,1,111,111,11,3,-2.0,3,1,3,-8.68824531516184,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260523040000,https://timesofsandiego.com/crime/2026/05/22/reichert-profile-mosque-shooting-suspect-dei-iw-features-deleted-article/
1305536464,20250523,202505,2025,2025.3918,MED,WEBSITE,,,,,,MED,,,EDU,SCHOOL,,,,,,EDU,,,1,111,111,11,3,-2.0,2,1,2,-8.68824531516184,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,20260523040000,https://timesofsandiego.com/crime/2026/05/22/reichert-profile-mosque-shooting-suspect-dei-iw-features-deleted-article/
1305536465,20250523,202505,2025,2025.3918,MED,WEBSITE,,,,,,MED,,,EDU,SCHOOL,,,,,,EDU,,,1,111,111,11,3,-2.0,2,1,2,-8.68824531516184,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,20260523040000,https://timesofsandiego.com/crime/2026/05/22/reichert-profile-mosque-shooting-suspect-dei-iw-features-deleted-article/
1305536466,20250523,202505,2025,2025.3918,MED,WEBSITE,,,,,,MED,,,MOS,ISLAMIC,,,,MOS,,,,,1,111,111,11,3,-2.0,2,1,2,-8.68824531516184,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260523040000,https://timesofsandiego.com/crime/2026/05/22/reichert-profile-mosque-shooting-suspect-dei-iw-features-deleted-article/
1305536467,20250523,202505,2025,2025.3918,MED,WEBSITE,,,,,,MED,,,MOS,ISLAMIC,,,,MOS,,,,,1,111,111,11,3,-2.0,2,1,2,-8.68824531516184,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,20260523040000,https://timesofsandiego.com/crime/2026/05/22/reichert-profile-mosque-shooting-suspect-dei-iw-features-deleted-article/
1305536468,20250523,202505,2025,2025.3918,MED,WEBSITE,,,,,,MED,,,MOS,ISLAMIC,,,,MOS,,,,,1,111,111,11,3,-2.0,2,1,2,-8.68824531516184,3,"Islamic Center, California, United States",US,USCA,CA077,37.9766,-121.218,1827678,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,20260523040000,https://timesofsandiego.com/crime/2026/05/22/reichert-profile-mosque-shooting-suspect-dei-iw-features-deleted-article/
