GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1291654171,20250301,202503,2025,2025.1671,QAT,QATAR,QAT,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-2.82392026578073,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260301030000,https://www.defenseone.com/ideas/2026/02/massive-us-attacks-iran-unlikely-produce-regime-change-tehran/411787/
1291654172,20250301,202503,2025,2025.1671,USA,THE US,USA,,,,,,,,IRN,IRANIAN,IRN,,,,,,,,0,012,012,01,1,-0.4,6,1,6,-5.66959921798631,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260301030000,https://www.yahoo.com/news/articles/netanyahu-war-analysts-trump-iran-021432116.html
1291654173,20250301,202503,2025,2025.1671,USA,THE US,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,194,194,19,4,-10.0,10,1,10,-5.66959921798631,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260301030000,https://www.yahoo.com/news/articles/netanyahu-war-analysts-trump-iran-021432116.html
1291654174,20250301,202503,2025,2025.1671,USA,THE US,USA,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,012,012,01,1,-0.4,4,1,4,-5.66959921798631,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260301030000,https://www.yahoo.com/news/articles/netanyahu-war-analysts-trump-iran-021432116.html
1291654175,20250301,202503,2025,2025.1671,USAGOV,THE US,USA,,,,,GOV,,,USA,WASHINGTON,USA,,,,,,,,0,020,020,02,1,3.0,8,1,8,-5.66959921798631,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260301030000,https://www.yahoo.com/news/articles/netanyahu-war-analysts-trump-iran-021432116.html
1291654176,20250301,202503,2025,2025.1671,USAGOV,THE US,USA,,,,,GOV,,,USA,WASHINGTON,USA,,,,,,,,0,020,020,02,1,3.0,2,1,2,-5.66959921798631,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260301030000,https://www.yahoo.com/news/articles/netanyahu-war-analysts-trump-iran-021432116.html
1291654177,20260130,202601,2026,2026.0822,USA,TEXAS,USA,,,,,,,,,,,,,,,,,,1,073,073,07,2,7.4,5,1,5,-2.23010643689813,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,0,,,,,,,,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260301030000,http://www.minnpost.com/public-safety/2026/02/a-story-of-surviving-minnesotas-record-surge-in-legal-appeals-over-unconstitutional-ice-detentions/
1291654178,20260222,202602,2026,2026.1425,BUS,COMPANIES,,,,,,BUS,,,GOV,PRESIDENT,,,,,,GOV,,,1,040,040,04,1,1.0,8,1,8,-2.69966254218223,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260301030000,https://www.naturalnews.com/2026-02-28-a-pledge-for-power-but-a-thirst-unquenched.html
1291654179,20260222,202602,2026,2026.1425,BUS,COMPANIES,,,,,,BUS,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,1,030,030,03,1,4.0,2,1,2,-2.69966254218223,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260301030000,https://www.naturalnews.com/2026-02-28-a-pledge-for-power-but-a-thirst-unquenched.html
1291654180,20260222,202602,2026,2026.1425,BUS,COMPANIES,,,,,,BUS,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,-2.69966254218223,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260301030000,https://www.naturalnews.com/2026-02-28-a-pledge-for-power-but-a-thirst-unquenched.html
