GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1296889607,20250331,202503,2025,2025.2493,AUS,BRISBANE,AUS,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,3,1,3,-4.34782608695652,4,"Sunshine Coast, Queensland, Australia",AS,AS04,154693,-26.5,153,-1602923,0,,,,,,,,4,"Sunshine Coast, Queensland, Australia",AS,AS04,154693,-26.5,153,-1602923,20260331010000,https://www.brisbanetimes.com.au/national/queensland/teen-accused-of-killing-universal-store-founder-sees-psych-in-custody-20260318-p5ooop.html
1296889608,20250331,202503,2025,2025.2493,EDU,UNIVERSITY,,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,0,186,186,18,4,-10.0,2,1,2,-2.13178294573643,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20260331010000,https://accesswdun.com/ap_article/charlie-kirk-highway-got-vetoed-in-arizona-elected-officials-are-citing-politics
1296889609,20250331,202503,2025,2025.2493,JUD,LAWYER,,,,,,JUD,,,,,,,,,,,,,1,010,010,01,1,0.0,4,1,4,-4.34782608695652,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,0,,,,,,,,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,20260331010000,https://www.brisbanetimes.com.au/national/queensland/teen-accused-of-killing-universal-store-founder-sees-psych-in-custody-20260318-p5ooop.html
1296889610,20250331,202503,2025,2025.2493,JUD,LAWYER,,,,,,JUD,,,,,,,,,,,,,1,010,010,01,1,0.0,3,1,3,-4.34782608695652,4,"Sunshine Coast, Queensland, Australia",AS,AS04,154693,-26.5,153,-1602923,0,,,,,,,,4,"Sunshine Coast, Queensland, Australia",AS,AS04,154693,-26.5,153,-1602923,20260331010000,https://www.brisbanetimes.com.au/national/queensland/teen-accused-of-killing-universal-store-founder-sees-psych-in-custody-20260318-p5ooop.html
1296889611,20250331,202503,2025,2025.2493,JUD,LAWYER,,,,,,JUD,,,AUS,AUSTRALIA,AUS,,,,,,,,1,010,010,01,1,0.0,3,1,3,-4.34782608695652,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,4,"Brisbane, Queensland, Australia",AS,AS04,154654,-27.5,153.017,-1561728,20260331010000,https://www.brisbanetimes.com.au/national/queensland/teen-accused-of-killing-universal-store-founder-sees-psych-in-custody-20260318-p5ooop.html
1296889612,20250331,202503,2025,2025.2493,LEG,LAWMAKER,,,,,,LEG,,,,,,,,,,,,,1,071,071,07,2,7.4,10,1,10,-5.01193317422435,2,"Montana, United States",US,USMT,,46.9048,-110.326,MT,0,,,,,,,,2,"Montana, United States",US,USMT,,46.9048,-110.326,MT,20260331010000,https://bozemanskissfm.com/ixp/1104/p/montana-womens-prison-locations/
1296889613,20250331,202503,2025,2025.2493,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,070,070,07,2,7.0,2,1,2,3.2171581769437,3,"Palm Beach International Airport, Florida, United States",US,USFL,FL099,26.6878,-80.0905,309962,0,,,,,,,,3,"Palm Beach International Airport, Florida, United States",US,USFL,,26.6878,-80.0905,309962,20260331010000,https://www.freemalaysiatoday.com/category/world/2026/03/31/florida-to-rename-palm-beach-airport-after-trump
1296889614,20250331,202503,2025,2025.2493,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,070,070,07,2,7.0,2,1,2,3.2171581769437,3,"Palm Beach International Airport, Florida, United States",US,USFL,FL099,26.6878,-80.0905,309962,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260331010000,https://www.freemalaysiatoday.com/category/world/2026/03/31/florida-to-rename-palm-beach-airport-after-trump
1296889615,20250331,202503,2025,2025.2493,USA,FLORIDA,USA,,,,,,,,,,,,,,,,,,1,070,070,07,2,7.0,6,1,6,3.2171581769437,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260331010000,https://www.freemalaysiatoday.com/category/world/2026/03/31/florida-to-rename-palm-beach-airport-after-trump
1296889616,20250331,202503,2025,2025.2493,USALEG,ARIZONA,USA,,,,,LEG,,,OPP,ACTIVIST,,,,,,OPP,,,1,186,186,18,4,-10.0,4,1,4,-2.13178294573643,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,3,"Phoenix, Arizona, United States",US,USAZ,AZ013,33.4484,-112.074,44784,3,"Phoenix, Arizona, United States",US,USAZ,AZ013,33.4484,-112.074,44784,20260331010000,https://accesswdun.com/ap_article/charlie-kirk-highway-got-vetoed-in-arizona-elected-officials-are-citing-politics
