GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1303972589,20250514,202505,2025,2025.3671,,,,,,,,,,,MNCUSA,NVIDIA,USA,,,,,MNC,,,0,043,043,04,1,2.8,6,1,6,-0.18281535648995,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260514001500,https://truthout.org/articles/trump-arrives-in-china-with-entourage-of-tech-ceos/
1303972590,20250514,202505,2025,2025.3671,CHN,CHINA,CHN,,,,,,,,MNCUSA,NVIDIA,USA,,,,,MNC,,,0,043,043,04,1,2.8,2,1,2,-0.18281535648995,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260514001500,https://truthout.org/articles/trump-arrives-in-china-with-entourage-of-tech-ceos/
1303972591,20250514,202505,2025,2025.3671,EDU,STUDENT,,,,,,EDU,,,,,,,,,,,,,1,160,160,16,4,-4.0,20,1,10,-2.04498977505113,1,United Kingdom,UK,UK,,54,-4,UK,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,20260514001500,https://www.dailymail.com/news/article-15814155/Half-students-missing-lectures.html
1303972592,20250514,202505,2025,2025.3671,KHM,CAMBODIA,KHM,,,,,,,,THA,THAILAND,THA,,,,,,,,1,110,110,11,3,-2.0,4,1,4,-9.05797101449275,1,Cambodia,CB,CB,,13,105,CB,1,Cambodia,CB,CB,,13,105,CB,1,Thailand,TH,TH,,15,100,TH,20260514001500,https://www.upi.com/Top_News/World-News/2026/05/13/cambodia-revised-conscription-law-passed/6141778710889/
1303972593,20250514,202505,2025,2025.3671,KHM,CAMBODIA,KHM,,,,,,,,THA,THAILAND,THA,,,,,,,,1,110,110,11,3,-2.0,6,1,6,-9.05797101449275,1,Cambodia,CB,CB,,13,105,CB,1,Thailand,TH,TH,,15,100,TH,1,Thailand,TH,TH,,15,100,TH,20260514001500,https://www.upi.com/Top_News/World-News/2026/05/13/cambodia-revised-conscription-law-passed/6141778710889/
1303972594,20250514,202505,2025,2025.3671,KHM,CAMBODIA,KHM,,,,,,,,THA,THAILAND,THA,,,,,,,,1,190,190,19,4,-10.0,2,1,2,-9.05797101449275,1,Cambodia,CB,CB,,13,105,CB,1,Cambodia,CB,CB,,13,105,CB,1,Cambodia,CB,CB,,13,105,CB,20260514001500,https://www.upi.com/Top_News/World-News/2026/05/13/cambodia-revised-conscription-law-passed/6141778710889/
1303972595,20250514,202505,2025,2025.3671,KHM,CAMBODIA,KHM,,,,,,,,THA,THAILAND,THA,,,,,,,,1,190,190,19,4,-10.0,2,1,2,-9.05797101449275,1,Cambodia,CB,CB,,13,105,CB,1,Cambodia,CB,CB,,13,105,CB,1,Thailand,TH,TH,,15,100,TH,20260514001500,https://www.upi.com/Top_News/World-News/2026/05/13/cambodia-revised-conscription-law-passed/6141778710889/
1303972596,20250514,202505,2025,2025.3671,KHM,CAMBODIA,KHM,,,,,,,,THA,THAILAND,THA,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-9.05797101449275,1,Cambodia,CB,CB,,13,105,CB,1,Thailand,TH,TH,,15,100,TH,1,Thailand,TH,TH,,15,100,TH,20260514001500,https://www.upi.com/Top_News/World-News/2026/05/13/cambodia-revised-conscription-law-passed/6141778710889/
1303972597,20250514,202505,2025,2025.3671,MNCUSA,NVIDIA,USA,,,,,MNC,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,2,1,2,-0.18281535648995,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260514001500,https://truthout.org/articles/trump-arrives-in-china-with-entourage-of-tech-ceos/
1303972598,20250514,202505,2025,2025.3671,MNCUSA,COSTCO,USA,,,,,MNC,,,USA,WASHINGTON,USA,,,,,,,,1,020,020,02,1,3.0,10,1,10,-0.62893081761006,4,"Abbotsford, British Columbia, Canada",CA,CA02,12550,49.05,-122.3,-559845,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260514001500,https://dailyhive.com/vancouver/bc-bellingham-costco-parking
1303972599,20250514,202505,2025,2025.3671,MNCUSA,COSTCO,USA,,,,,MNC,,,USA,WASHINGTON,USA,,,,,,,,1,051,051,05,1,3.4,10,1,10,-0.62893081761006,4,"Abbotsford, British Columbia, Canada",CA,CA02,12550,49.05,-122.3,-559845,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260514001500,https://dailyhive.com/vancouver/bc-bellingham-costco-parking
1303972600,20250514,202505,2025,2025.3671,THA,THAILAND,THA,,,,,,,,KHM,CAMBODIA,KHM,,,,,,,,1,110,110,11,3,-2.0,4,1,4,-9.05797101449275,1,Cambodia,CB,CB,,13,105,CB,1,Cambodia,CB,CB,,13,105,CB,1,Thailand,TH,TH,,15,100,TH,20260514001500,https://www.upi.com/Top_News/World-News/2026/05/13/cambodia-revised-conscription-law-passed/6141778710889/
