GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1323786212,20250919,202509,2025,2025.7096,,,,,,,,,,,MED,NEWS ORGANIZATION,,,,,,MED,,,1,100,100,10,3,-5.0,2,1,2,-4.90956072351421,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260919004500,https://worldtribune.com/trump-bans-cnn-ms-now-politico-from-white-house/
1323786213,20250919,202509,2025,2025.7096,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,043,043,04,1,2.8,6,1,6,-6.2015503875969,0,,,,,,,,3,"Pacific Grove, California, United States",US,USCA,,36.6177,-121.917,1652821,3,"Pacific Grove, California, United States",US,USCA,,36.6177,-121.917,1652821,20260919004500,https://www.aol.com/articles/investigation-launched-beheaded-sea-lion-231606000.html
1323786214,20250919,202509,2025,2025.7096,BUS,BUSINESS,,,,,,BUS,,,USA,TENNESSEE,USA,,,,,,,,0,125,125,12,3,-5.0,1,1,1,3.72250423011845,3,"Brookfield, Connecticut, United States",US,USCT,CT001,41.4826,-73.4096,205748,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,3,"Brookfield, Connecticut, United States",US,USCT,CT001,41.4826,-73.4096,205748,20260919004500,https://www.ksla.com/2026/09/16/aw-shucks-dolly-parton-corn-mazes-crop-up-fields-nationwide/
1323786215,20250919,202509,2025,2025.7096,BUS,BUSINESS,,,,,,BUS,,,USA,TENNESSEE,USA,,,,,,,,0,125,125,12,3,-5.0,1,1,1,3.72250423011845,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"Brookfield, Connecticut, United States",US,USCT,CT001,41.4826,-73.4096,205748,3,"Brookfield, Connecticut, United States",US,USCT,CT001,41.4826,-73.4096,205748,20260919004500,https://www.ksla.com/2026/09/16/aw-shucks-dolly-parton-corn-mazes-crop-up-fields-nationwide/
1323786216,20250919,202509,2025,2025.7096,BUS,BUSINESS,,,,,,BUS,,,USA,TENNESSEE,USA,,,,,,,,0,125,125,12,3,-5.0,3,1,3,3.72250423011845,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20260919004500,https://www.ksla.com/2026/09/16/aw-shucks-dolly-parton-corn-mazes-crop-up-fields-nationwide/
1323786217,20250919,202509,2025,2025.7096,DEUGOVLAB,URSULA VON DER LEYEN,DEU,,,,,GOV,LAB,,MED,MEDIA,,,,,,MED,,,1,172,172,17,4,-5.0,7,1,7,-1.79028132992328,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260919004500,https://www.channelnewsasia.com/world/eu-social-media-ban-under-13s-age-app-6395131
1323786218,20250919,202509,2025,2025.7096,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,6,1,6,-6.2015503875969,3,"Pacific Grove, California, United States",US,USCA,CA053,36.6177,-121.917,1652821,0,,,,,,,,3,"Pacific Grove, California, United States",US,USCA,,36.6177,-121.917,1652821,20260919004500,https://www.aol.com/articles/investigation-launched-beheaded-sea-lion-231606000.html
1323786219,20250919,202509,2025,2025.7096,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,125,125,12,3,-5.0,2,1,2,3.72250423011845,3,"Brookfield, Connecticut, United States",US,USCT,CT001,41.4826,-73.4096,205748,0,,,,,,,,3,"Brookfield, Connecticut, United States",US,USCT,CT001,41.4826,-73.4096,205748,20260919004500,https://www.ksla.com/2026/09/16/aw-shucks-dolly-parton-corn-mazes-crop-up-fields-nationwide/
1323786220,20250919,202509,2025,2025.7096,USA,UNITED STATES,USA,,,,,,,,MED,NEWS ORGANIZATION,,,,,,MED,,,1,100,100,10,3,-5.0,6,1,6,-4.90956072351421,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260919004500,https://worldtribune.com/trump-bans-cnn-ms-now-politico-from-white-house/
1323786221,20250919,202509,2025,2025.7096,USA,UNITED STATES,USA,,,,,,,,MED,NEWS ORGANIZATION,,,,,,MED,,,1,120,120,12,3,-4.0,6,1,6,-4.90956072351421,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260919004500,https://worldtribune.com/trump-bans-cnn-ms-now-politico-from-white-house/
1323786222,20250919,202509,2025,2025.7096,USA,UNITED STATES,USA,,,,,,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,0,042,042,04,1,1.9,1,1,1,-0.87336244541484,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,20260919004500,https://www.clickondetroit.com/news/politics/2026/09/18/trump-says-he-has-a-deal-with-denmark-to-bolster-us-military-presence-in-greenland/
1323786223,20250919,202509,2025,2025.7096,USA,UNITED STATES,USA,,,,,,,,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,0,042,042,04,1,1.9,3,3,3,-0.78585461689587,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,20260919004500,https://www.wcvb.com/article/trump-deal-denmark-bolster-us-military-greenland/73795510
1323786224,20250919,202509,2025,2025.7096,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,1,1,1,-0.87336244541484,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,20260919004500,https://www.clickondetroit.com/news/politics/2026/09/18/trump-says-he-has-a-deal-with-denmark-to-bolster-us-military-presence-in-greenland/
1323786225,20250919,202509,2025,2025.7096,USAGOV,THE WHITE HOUSE,USA,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,3,3,3,-0.78585461689587,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,20260919004500,https://www.wcvb.com/article/trump-deal-denmark-bolster-us-military-greenland/73795510
1323786226,20250919,202509,2025,2025.7096,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,,,,,,,,,,,1,172,172,17,4,-5.0,2,1,2,-4.90956072351421,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260919004500,https://worldtribune.com/trump-bans-cnn-ms-now-politico-from-white-house/
1323786227,20250919,202509,2025,2025.7096,USAMED,THE ASSOCIATED PRESS,USA,,,,,MED,,,MED,NEWS ORGANIZATION,,,,,,MED,,,1,100,100,10,3,-5.0,2,1,2,-4.90956072351421,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260919004500,https://worldtribune.com/trump-bans-cnn-ms-now-politico-from-white-house/
1323786228,20260912,202609,2026,2026.6904,DNK,DENMARK,DNK,,,,,,,,DNKGRL,GREENLAND,DNK,,,,,,,,1,051,051,05,1,3.4,1,1,1,2.85714285714286,4,"Copenhagen, Køavn*, Denmark",DA,DA05,15213,55.6667,12.5833,-2745636,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,4,"Copenhagen, Køavn*, Denmark",DA,DA05,15213,55.6667,12.5833,-2745636,20260919004500,https://www.rte.ie/news/2026/0919/1592153-us-and-denmark-reach-greenland-security-agreement-trump/
1323786229,20260912,202609,2026,2026.6904,DNK,DENMARK,DNK,,,,,,,,DNKGRL,GREENLAND,DNK,,,,,,,,1,051,051,05,1,3.4,1,1,1,2.85714285714286,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,4,"Pituffik, Greenland (general), Greenland",GL,GL00,16727,76.534,-68.704,10744285,4,"Copenhagen, Køavn*, Denmark",DA,DA05,15213,55.6667,12.5833,-2745636,20260919004500,https://www.rte.ie/news/2026/0919/1592153-us-and-denmark-reach-greenland-security-agreement-trump/
