GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1316522341,20250803,202508,2025,2025.5836,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,4,1,4,0,0,,,,,,,,4,"Oatlands, Tasmania, Australia",AS,AS06,5349,-42.303,147.367,-1592742,4,"Oatlands, Tasmania, Australia",AS,AS06,5349,-42.303,147.367,-1592742,20260803001500,https://www.miragenews.com/trip-to-lunch-saved-leahs-life-1720411/
1316522342,20250803,202508,2025,2025.5836,AUS,AUSTRALIA,AUS,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,4,1,4,0,4,"Oatlands, Tasmania, Australia",AS,AS06,5349,-42.303,147.367,-1592742,0,,,,,,,,4,"Oatlands, Tasmania, Australia",AS,AS06,5349,-42.303,147.367,-1592742,20260803001500,https://www.miragenews.com/trip-to-lunch-saved-leahs-life-1720411/
1316522343,20250803,202508,2025,2025.5836,FJI,FIJI,FJI,,,,,,,,,,,,,,,,,,1,010,010,01,1,0.0,4,1,4,-3.93996247654784,1,Fiji,FJ,FJ,,-18,178,FJ,0,,,,,,,,1,Fiji,FJ,FJ,,-18,178,FJ,20260803001500,https://islandsbusiness.com/news-break/fijis-hiv-crisis-deepens-as-meth-use-drives-new-infections/
1316522344,20250803,202508,2025,2025.5836,HLH,DOCTOR,,,,,,HLH,,,,,,,,,,,,,0,010,010,01,1,0.0,5,1,5,-7.31895223420647,3,"Rocky Mountain, New York, United States",US,USNY,NY041,43.7695,-74.7966,962782,0,,,,,,,,3,"Rocky Mountain, New York, United States",US,USNY,,43.7695,-74.7966,962782,20260803001500,https://riverheadlocal.com/2026/08/02/tularemia-suffolk-county-firsthand-account-rabbit-fever/
1316522345,20260727,202607,2026,2026.5671,GOV,PRIME MINISTER,,,,,,GOV,,,,,,,,,,,,,0,020,020,02,1,3.0,6,1,6,-0.36553524804178,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260803001500,https://business.scoop.co.nz/2026/08/03/explainer-what-is-a-data-centre-and-why-is-everyone-freaking-out-now/
1316522346,20260727,202607,2026,2026.5671,GOV,PRIME MINISTER,,,,,,GOV,,,NZL,NEW ZEALAND,NZL,,,,,,,,0,020,020,02,1,3.0,2,1,2,-0.36553524804178,4,"Whenuapai, New Zealand (general), New Zealand",NZ,NZ00,22389,-36.7667,174.65,-1521728,4,"Whenuapai, New Zealand (general), New Zealand",NZ,NZ00,22389,-36.7667,174.65,-1521728,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260803001500,https://business.scoop.co.nz/2026/08/03/explainer-what-is-a-data-centre-and-why-is-everyone-freaking-out-now/
1316522347,20260727,202607,2026,2026.5671,NZLGOV,NEW ZEALAND,NZL,,,,,GOV,,,,,,,,,,,,,0,020,020,02,1,3.0,2,1,2,-0.36553524804178,4,"Whenuapai, New Zealand (general), New Zealand",NZ,NZ00,22389,-36.7667,174.65,-1521728,0,,,,,,,,4,"Whenuapai, New Zealand (general), New Zealand",NZ,NZ00,22389,-36.7667,174.65,-1521728,20260803001500,https://business.scoop.co.nz/2026/08/03/explainer-what-is-a-data-centre-and-why-is-everyone-freaking-out-now/
1316522348,20260803,202608,2026,2026.5836,,,,,,,,,,,AUS,AUSTRALIAN,AUS,,,,,,,,1,033,033,03,1,5.2,10,1,10,-2.37388724035609,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260803001500,https://www.miragenews.com/pbs-august-lineup-new-brain-cancer-treatment-1720426/
1316522349,20260803,202608,2026,2026.5836,,,,,,,,,,,AUS,MELBOURNE,AUS,,,,,,,,1,042,042,04,1,1.9,10,1,10,-1.36363636363637,0,,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260803001500,https://www.perthnow.com.au/news/qantas-flight-to-santiago-turns-back-after-mechanical-issue-nearly-200-passengers-stranded-overnight-c-22665900
1316522350,20260803,202608,2026,2026.5836,,,,,,,,,,,AUS,MELBOURNE,AUS,,,,,,,,1,060,060,06,2,6.0,10,1,10,-3.90625,0,,,,,,,,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,20260803001500,https://www.perthnow.com.au/news/qantas-flight-bound-for-south-america-turns-back-to-melbourne-almost-five-hours-into-journey-c-22665443
1316522351,20260803,202608,2026,2026.5836,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,111,111,11,3,-2.0,2,1,2,-3.77128953771289,0,,,,,,,,4,"Crookwell, New South Wales, Australia",AS,AS02,154641,-34.4593,149.471,-1568133,4,"Crookwell, New South Wales, Australia",AS,AS02,154641,-34.4593,149.471,-1568133,20260803001500,https://www.crookwellgazette.com.au/story/9319474/how-to-handle-seat-kickers-and-loud-music-on-long-flights/
1316522352,20260803,202608,2026,2026.5836,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,111,111,11,3,-2.0,2,1,2,-3.77128953771289,0,,,,,,,,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,20260803001500,https://www.muswellbrookchronicle.com.au/story/9319474/how-to-handle-seat-kickers-and-loud-music-on-long-flights/
1316522353,20260803,202608,2026,2026.5836,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,014,014,01,1,0.0,10,1,10,-2.92887029288703,0,,,,,,,,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,20260803001500,https://www.hawaiinewsnow.com/2026/08/02/heco-ends-power-shutoff-watch-fire-risk-conditions-ease/
1316522354,20260803,202608,2026,2026.5836,,,,,,,,,,,BUS,PRODUCER,,,,,,BUS,,,0,042,042,04,1,1.9,2,1,2,4.90693739424704,0,,,,,,,,4,"Crookwell, New South Wales, Australia",AS,AS02,154641,-34.4593,149.471,-1568133,4,"Crookwell, New South Wales, Australia",AS,AS02,154641,-34.4593,149.471,-1568133,20260803001500,https://www.crookwellgazette.com.au/story/9322399/university-of-new-england-experts-reveal-potential-future-careers/
1316522355,20260803,202608,2026,2026.5836,,,,,,,,,,,BUS,PRODUCER,,,,,,BUS,,,0,042,042,04,1,1.9,2,1,2,4.90693739424704,0,,,,,,,,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,4,"Muswellbrook, New South Wales, Australia",AS,AS02,5096,-32.2612,150.89,-1590404,20260803001500,https://www.muswellbrookchronicle.com.au/story/9322399/university-of-new-england-experts-reveal-potential-future-careers/
1316522356,20260803,202608,2026,2026.5836,,,,,,,,,,,BUS,INVESTOR,,,,,,BUS,,,0,060,060,06,2,6.0,10,1,10,-2.85171102661597,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260803001500,https://www.mondaq.com:443/unitedstates/white-collar-crime-anti-corruption-fraud/1825226/doj-declination-offers-roadmap-for-healthcare-companies
