GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1297252293,20250402,202504,2025,2025.2521,USA,INDIANA,USA,,,,,,,,,,,,,,,,,,0,073,073,07,2,7.4,5,1,5,-0.76142131979696,2,"Indiana, United States",US,USIN,,39.8647,-86.2604,IN,0,,,,,,,,2,"Indiana, United States",US,USIN,,39.8647,-86.2604,IN,20260402000000,https://www.wbiw.com/2026/04/01/governor-mike-braun-takes-action-to-protect-hoosier-kids-online/
1297252294,20260303,202603,2026,2026.1726,USA,INDIANA,USA,,,,,,,,,,,,,,,,,,1,172,172,17,4,-5.0,10,1,10,-8.0188679245283,2,"Indiana, United States",US,USIN,,39.8647,-86.2604,IN,0,,,,,,,,2,"Indiana, United States",US,USIN,,39.8647,-86.2604,IN,20260402000000,https://utv44.com/news/local/crypto-kiosk-fraud-crackdown-bill-heads-to-gov-ivey-after-alabamians-lose-millions
1297252295,20260326,202603,2026,2026.2356,GOV,PRESIDENT,,,,,,GOV,,,ISR,ISRAEL,ISR,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-2.13213213213213,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,20260402000000,https://www.kdrv.com/news/top-stories/the-latest-trump-claims-iran-wants-a-ceasefire-iran-says-remarks-are-false-and-baseless/article_5358ff1e-74ca-51f4-a7e2-b3276be21273.html
1297252296,20260326,202603,2026,2026.2356,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,112,112,11,3,-2.0,4,1,4,-4.22420796100731,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,0,,,,,,,,4,"Caracas, Distrito Federal, Venezuela",VE,VE25,31959,10.5,-66.9167,-938457,20260402000000,https://mymotherlode.com/news/national/10696900/trump-ally-testifies-in-trial-over-secret-venezuela-lobbying-effort.html
1297252297,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,020,020,02,1,3.0,6,1,6,-2.08333333333334,0,,,,,,,,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,20260402000000,https://www.perthnow.com.au/wa/emergency-services-rescue-woman-clinging-to-buoy-in-swan-river-on-riverside-drive-in-perth-c-22085152
1297252298,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,036,036,03,1,4.0,2,1,2,2.58064516129032,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260402000000,https://www.el-balad.com/16899253
1297252299,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,036,036,03,1,4.0,4,1,4,2.58064516129032,0,,,,,,,,4,"Good Friday, New South Wales, Australia",AS,AS02,5096,-30.8152,152.751,11363699,4,"Good Friday, New South Wales, Australia",AS,AS02,5096,-30.8152,152.751,11363699,20260402000000,https://www.el-balad.com/16899253
1297252300,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,040,040,04,1,1.0,4,1,4,0.64102564102565,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260402000000,https://www.theland.com.au/story/9209907/david-mclean-explains-why-cash-isnt-profit-for-farmers/
1297252301,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,8,1,8,2.58064516129032,0,,,,,,,,4,"Good Friday, New South Wales, Australia",AS,AS02,5096,-30.8152,152.751,11363699,4,"Good Friday, New South Wales, Australia",AS,AS02,5096,-30.8152,152.751,11363699,20260402000000,https://www.el-balad.com/16899253
1297252302,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,043,043,04,1,2.8,2,1,2,2.58064516129032,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260402000000,https://www.el-balad.com/16899253
1297252303,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,043,043,04,1,2.8,2,1,2,2.58064516129032,0,,,,,,,,4,"Good Friday, New South Wales, Australia",AS,AS02,5096,-30.8152,152.751,11363699,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260402000000,https://www.el-balad.com/16899253
1297252304,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,043,043,04,1,2.8,4,1,4,2.58064516129032,0,,,,,,,,4,"Good Friday, New South Wales, Australia",AS,AS02,5096,-30.8152,152.751,11363699,4,"Good Friday, New South Wales, Australia",AS,AS02,5096,-30.8152,152.751,11363699,20260402000000,https://www.el-balad.com/16899253
1297252305,20260402,202604,2026,2026.2521,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,073,073,07,2,7.4,6,1,6,-2.08333333333334,0,,,,,,,,4,"Swan River, Western Australia, Australia",AS,AS08,5481,-32.05,115.75,-1603096,4,"Swan River, Western Australia, Australia",AS,AS08,5481,-32.05,115.75,-1603096,20260402000000,https://www.perthnow.com.au/wa/emergency-services-rescue-woman-clinging-to-buoy-in-swan-river-on-riverside-drive-in-perth-c-22085152
1297252306,20260402,202604,2026,2026.2521,,,,,,,,,,,BGR,BULGARIA,BGR,,,,,,,,0,036,036,03,1,4.0,3,1,3,3.32541567695962,0,,,,,,,,1,Bulgaria,BU,BU,,43,25,BU,1,Bulgaria,BU,BU,,43,25,BU,20260402000000,https://www.novinite.com/view_news.php?id=237816
1297252307,20260402,202604,2026,2026.2521,,,,,,,,,,,BGRGOV,BULGARIA,BGR,,,,,GOV,,,1,036,036,03,1,4.0,1,1,1,-2.75862068965517,0,,,,,,,,4,"Sofia, Sofiya-Grad, Bulgaria",BU,BU42,12028,42.6833,23.3167,-838489,4,"Sofia, Sofiya-Grad, Bulgaria",BU,BU42,12028,42.6833,23.3167,-838489,20260402000000,https://www.novinite.com/view_news.php?id=237813
1297252308,20260402,202604,2026,2026.2521,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,040,040,04,1,1.0,10,1,10,-0.35971223021583,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260402000000,https://finance.yahoo.com/markets/stocks/articles/jim-cramer-says-think-ll-160436851.html
1297252309,20260402,202604,2026,2026.2521,,,,,,,,,,,BUS,INVESTOR,,,,,,BUS,,,1,043,043,04,1,2.8,24,1,24,-7.78443113772455,0,,,,,,,,3,"Manhattan, New York, United States",US,USNY,NY061,40.7834,-73.9662,971945,3,"Manhattan, New York, United States",US,USNY,NY061,40.7834,-73.9662,971945,20260402000000,https://powertalk967.iheart.com/content/2026-04-01-judge-makes-decision-on-date-for-luigi-mangiones-federal-trial/
1297252310,20260402,202604,2026,2026.2521,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,100,100,10,3,-5.0,10,1,10,-0.35971223021583,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260402000000,https://finance.yahoo.com/markets/stocks/articles/jim-cramer-says-think-ll-160436851.html
1297252311,20260402,202604,2026,2026.2521,,,,,,,,,,,BUS,ENTREPRENEUR,,,,,,BUS,,,1,190,190,19,4,-10.0,10,1,10,0.94562647754137,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260402000000,https://www.dl-online.com/news/minnesota/barnesville-grain-elevator-could-host-cannabis-dispensary
1297252312,20260402,202604,2026,2026.2521,,,,,,,,,,,CAN,CANADIAN,CAN,,,,,,,,0,0211,021,02,1,3.4,1,1,1,-1.43329658213892,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260402000000,https://www.niagarafallsreview.ca/business/its-time-for-canada-to-drop-the-gloves-against-trump-and-his-tariffs-heres-the-plan/article_281390c5-ad3c-558f-ab85-b9eb15dc791b.html
1297252313,20260402,202604,2026,2026.2521,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,040,040,04,1,1.0,8,1,4,1.12930547713156,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260402000000,https://www.countyweeklynews.ca:443/news/cornwall-cao-tim-mills-one-year
1297252314,20260402,202604,2026,2026.2521,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,042,042,04,1,1.9,20,1,8,5.22875816993464,0,,,,,,,,4,"Brockville, Ontario, Canada",CA,CA08,30554,44.5833,-75.6833,-561684,4,"Brockville, Ontario, Canada",CA,CA08,30554,44.5833,-75.6833,-561684,20260402000000,https://www.countyweeklynews.ca:443/entertainment/jazz-returns-to-brockville-public-library
1297252315,20260402,202604,2026,2026.2521,,,,,,,,,,,CAN,CANADIAN,CAN,,,,,,,,1,043,043,04,1,2.8,8,1,8,1.89274447949527,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260402000000,https://www.theglobeandmail.com/canada/science/article-artemis-ii-mission-reader-questions/
