GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1298477047,20250410,202504,2025,2025.2740,CHL,CHILE,CHL,,,,,,,,CRM,GANG,,,,,,CRM,,,1,173,173,17,4,-5.0,2,1,2,-7.16723549488054,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,20260410011500,https://www.breitbart.com/politics/2026/04/09/ag-todd-blanche-authorizes-death-penalty-against-ms-13-gang-members-accused-of-killing-fbi-informant/
1298477048,20250410,202504,2025,2025.2740,CHL,CHILE,CHL,,,,,,,,CRM,GANG,,,,,,CRM,,,1,190,190,19,4,-10.0,2,1,2,-7.16723549488054,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,4,"Santiago, Regióetropolitana, Chile",CI,CI12,22379,-33.45,-70.6667,-901202,20260410011500,https://www.breitbart.com/politics/2026/04/09/ag-todd-blanche-authorizes-death-penalty-against-ms-13-gang-members-accused-of-killing-fbi-informant/
1298477049,20250410,202504,2025,2025.2740,CHN,CHINA,CHN,,,,,,,,KOR,SOUTH KOREA,KOR,,,,,,,,1,037,037,03,1,5.0,2,1,2,4.92866407263294,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,South Korea,KS,KS,,37,127.5,KS,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260410011500,https://english.news.cn/20260409/a4ebac2756a1496cb7d5846ed3d7d1e2/c.html
1298477050,20250410,202504,2025,2025.2740,CHN,CHINA,CHN,,,,,,,,LAB,WORKER,,,,,,LAB,,,1,037,037,03,1,5.0,1,1,1,4.92866407263294,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,South Korea,KS,KS,,37,127.5,KS,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260410011500,https://english.news.cn/20260409/a4ebac2756a1496cb7d5846ed3d7d1e2/c.html
1298477051,20250410,202504,2025,2025.2740,CHN,CHINA,CHN,,,,,,,,LAB,WORKER,,,,,,LAB,,,1,046,046,04,1,7.0,3,1,3,4.92866407263294,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,South Korea,KS,KS,,37,127.5,KS,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260410011500,https://english.news.cn/20260409/a4ebac2756a1496cb7d5846ed3d7d1e2/c.html
1298477052,20250410,202504,2025,2025.2740,CHN,CHINA,CHN,,,,,,,,PRK,DPRK,PRK,,,,,,,,0,061,061,06,2,6.4,5,1,5,4.40917107583774,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260410011500,http://usa.chinadaily.com.cn/a/202604/09/WS69d79b01a310d6866eb42900.html
1298477053,20250410,202504,2025,2025.2740,DEU,GERMAN,DEU,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,051,051,05,1,3.4,1,1,1,3.5548686244204,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Antwort, Bayern, Germany",GM,GM02,16532,47.9,12.3,-1740705,4,"Antwort, Bayern, Germany",GM,GM02,16532,47.9,12.3,-1740705,20260410011500,http://usa.chinadaily.com.cn/a/202604/10/WS69d82aaaa310d6866eb42945.html
1298477054,20250410,202504,2025,2025.2740,DEU,GERMAN,DEU,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,051,051,05,1,3.4,3,1,3,3.5548686244204,4,"Antwort, Bayern, Germany",GM,GM02,16532,47.9,12.3,-1740705,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,1,Switzerland,SZ,SZ,,47,8,SZ,20260410011500,http://usa.chinadaily.com.cn/a/202604/10/WS69d82aaaa310d6866eb42945.html
1298477055,20250410,202504,2025,2025.2740,DEU,GERMANY,DEU,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,051,051,05,1,3.4,1,1,1,3.5548686244204,4,"Antwort, Bayern, Germany",GM,GM02,16532,47.9,12.3,-1740705,1,Switzerland,SZ,SZ,,47,8,SZ,1,Switzerland,SZ,SZ,,47,8,SZ,20260410011500,http://usa.chinadaily.com.cn/a/202604/10/WS69d82aaaa310d6866eb42945.html
1298477056,20250410,202504,2025,2025.2740,HLH,MIDWIFE,,,,,,HLH,,,,,,,,,,,,,0,173,173,17,4,-5.0,7,1,7,-6.27906976744186,4,"Branxton, New South Wales, Australia",AS,AS02,5096,-32.6555,151.351,-1561461,0,,,,,,,,4,"Branxton, New South Wales, Australia",AS,AS02,5096,-32.6555,151.351,-1561461,20260410011500,https://www.singletonargus.com.au/story/9219022/midwife-charged-after-baby-dies-in-home-birth-in-newcastle/
