GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1289876156,20250219,202502,2025,2025.1342,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,042,042,04,1,1.9,10,1,10,0.64011379800853,0,,,,,,,,3,"Warrenton, Oregon, United States",US,USOR,OR007,46.1651,-123.924,1136879,3,"Warrenton, Oregon, United States",US,USOR,OR007,46.1651,-123.924,1136879,20260219000000,https://dailyastorian.com/2026/02/18/three-vie-for-open-county-seats/
1289876157,20250219,202502,2025,2025.1342,,,,,,,,,,,CHR,CHRISTIAN,,,,CHR,,,,,1,173,173,17,4,-5.0,3,1,3,-6.74486803519057,0,,,,,,,,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,20260219000000,https://www.breitbart.com/politics/2026/02/18/ice-agents-capture-accused-illegal-alien-pedophile-previously-freed-sanctuary-connecticut/
1289876158,20250219,202502,2025,2025.1342,,,,,,,,,,,CHR,CHRISTIAN,,,,CHR,,,,,1,180,180,18,4,-9.0,2,1,2,-6.74486803519057,0,,,,,,,,1,Ecuador,EC,EC,,-2,-77.5,EC,3,"North Haven, Connecticut, United States",US,USCT,,41.3909,-72.8595,209359,20260219000000,https://www.breitbart.com/politics/2026/02/18/ice-agents-capture-accused-illegal-alien-pedophile-previously-freed-sanctuary-connecticut/
1289876159,20250219,202502,2025,2025.1342,,,,,,,,,,,CHR,CHRISTIAN,,,,CHR,,,,,1,180,180,18,4,-9.0,1,1,1,-6.74486803519057,0,,,,,,,,1,Ecuador,EC,EC,,-2,-77.5,EC,1,Ecuador,EC,EC,,-2,-77.5,EC,20260219000000,https://www.breitbart.com/politics/2026/02/18/ice-agents-capture-accused-illegal-alien-pedophile-previously-freed-sanctuary-connecticut/
1289876160,20250219,202502,2025,2025.1342,,,,,,,,,,,ECU,ECUADOR,ECU,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-6.74486803519057,0,,,,,,,,1,Ecuador,EC,EC,,-2,-77.5,EC,1,Ecuador,EC,EC,,-2,-77.5,EC,20260219000000,https://www.breitbart.com/politics/2026/02/18/ice-agents-capture-accused-illegal-alien-pedophile-previously-freed-sanctuary-connecticut/
1289876161,20250219,202502,2025,2025.1342,,,,,,,,,,,ECU,ECUADOR,ECU,,,,,,,,1,180,180,18,4,-9.0,2,1,2,-6.74486803519057,0,,,,,,,,1,Ecuador,EC,EC,,-2,-77.5,EC,1,Ecuador,EC,EC,,-2,-77.5,EC,20260219000000,https://www.breitbart.com/politics/2026/02/18/ice-agents-capture-accused-illegal-alien-pedophile-previously-freed-sanctuary-connecticut/
1289876162,20250219,202502,2025,2025.1342,,,,,,,,,,,EDU,ECONOMIST,,,,,,EDU,,,1,061,061,06,2,6.4,2,1,2,-2.0997375328084,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260219000000,https://www.chicoer.com/2026/02/18/federal-reserve-hassett/
1289876163,20250219,202502,2025,2025.1342,,,,,,,,,,,EDU,ECONOMIST,,,,,,EDU,,,1,061,061,06,2,6.4,8,2,8,-1.85274248389406,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260219000000,https://www.standard.net/top-headlines/2026/feb/18/wh-adviser-hassett-urges-discipline-for-fed-economists-over-tariff-study/
1289876164,20250219,202502,2025,2025.1342,BUS,BUSINESS,,,,,,BUS,,,,,,,,,,,,,1,043,043,04,1,2.8,10,1,10,0.64011379800853,3,"Warrenton, Oregon, United States",US,USOR,OR007,46.1651,-123.924,1136879,0,,,,,,,,3,"Warrenton, Oregon, United States",US,USOR,OR007,46.1651,-123.924,1136879,20260219000000,https://dailyastorian.com/2026/02/18/three-vie-for-open-county-seats/
1289876165,20250219,202502,2025,2025.1342,CHR,CHRISTIAN,,,,CHR,,,,,ECU,ECUADOR,ECU,,,,,,,,1,173,173,17,4,-5.0,3,1,3,-6.74486803519057,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,20260219000000,https://www.breitbart.com/politics/2026/02/18/ice-agents-capture-accused-illegal-alien-pedophile-previously-freed-sanctuary-connecticut/
