GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1302420718,20250505,202505,2025,2025.3425,COP,POLICE,,,,,,COP,,,,,,,,,,,,,0,051,051,05,1,3.4,1,1,1,-7.89133247089262,3,"Boulder, Colorado, United States",US,USCO,CO013,40.015,-105.271,178680,0,,,,,,,,3,"Boulder, Colorado, United States",US,USCO,CO013,40.015,-105.271,178680,20260505013000,https://www.denverpost.com/2026/05/04/missy-woods-michael-dougherty-boulder-murder/
1302420719,20250505,202505,2025,2025.3425,COP,POLICE,,,,,,COP,,,,,,,,,,,,,0,070,070,07,2,7.0,1,1,1,-7.89133247089262,3,"Boulder, Colorado, United States",US,USCO,CO013,40.015,-105.271,178680,0,,,,,,,,3,"Boulder, Colorado, United States",US,USCO,CO013,40.015,-105.271,178680,20260505013000,https://www.denverpost.com/2026/05/04/missy-woods-michael-dougherty-boulder-murder/
1302420720,20250505,202505,2025,2025.3425,LEG,LAWMAKER,,,,,,LEG,,,EDU,STUDENT,,,,,,EDU,,,1,071,071,07,2,7.4,4,1,4,-0.12562814070352,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20260505013000,https://www.chalkbeat.org/tennessee/2026/04/16/voucher-program-expands-35000-students-education-freedom-scholarships/
1302420721,20250505,202505,2025,2025.3425,USA,DENVER,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,0,112,112,11,3,-2.0,2,1,2,-5.65371024734982,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,20260505013000,https://www.9news.com/article/news/local/next/next-with-kyle-clark/denver-state-trump-doj-gun-laws/73-0e844124-32b2-4e75-8354-cc30ebda8d5f
1302420722,20250505,202505,2025,2025.3425,USA,DENVER,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,0,180,180,18,4,-9.0,2,1,2,-5.65371024734982,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,20260505013000,https://www.9news.com/article/news/local/next/next-with-kyle-clark/denver-state-trump-doj-gun-laws/73-0e844124-32b2-4e75-8354-cc30ebda8d5f
1302420723,20250505,202505,2025,2025.3425,USA,UNITED STATES,USA,,,,,,,,USAEDU,UNITED STATES,USA,,,,,EDU,,,0,141,141,14,3,-6.5,1,1,1,-1.73697270471464,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,3,"Shelby County, Tennessee, United States",US,USTN,,35.2001,-89.8668,1639790,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20260505013000,https://www.chalkbeat.org/tennessee/2026/04/28/memphis-parents-and-leaders-weigh-in-on-state-takeover-options/
1302420724,20250505,202505,2025,2025.3425,USA,UNITED STATES,USA,,,,,,,,USAEDU,UNITED STATES,USA,,,,,EDU,,,0,141,141,14,3,-6.5,1,1,1,-1.73697270471464,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20260505013000,https://www.chalkbeat.org/tennessee/2026/04/28/memphis-parents-and-leaders-weigh-in-on-state-takeover-options/
1302420725,20250505,202505,2025,2025.3425,USACOP,UNITED STATES,USA,,,,,COP,,,,,,,,,,,,,0,051,051,05,1,3.4,2,1,2,-7.89133247089262,3,"Boulder, Colorado, United States",US,USCO,CO013,40.015,-105.271,178680,0,,,,,,,,3,"Boulder, Colorado, United States",US,USCO,CO013,40.015,-105.271,178680,20260505013000,https://www.denverpost.com/2026/05/04/missy-woods-michael-dougherty-boulder-murder/
1302420726,20250505,202505,2025,2025.3425,USACOP,UNITED STATES,USA,,,,,COP,,,,,,,,,,,,,0,070,070,07,2,7.0,2,1,2,-7.89133247089262,3,"Boulder, Colorado, United States",US,USCO,CO013,40.015,-105.271,178680,0,,,,,,,,3,"Boulder, Colorado, United States",US,USCO,CO013,40.015,-105.271,178680,20260505013000,https://www.denverpost.com/2026/05/04/missy-woods-michael-dougherty-boulder-murder/
1302420727,20250505,202505,2025,2025.3425,USACOP,DENVER,USA,,,,,COP,,,USA,DENVER,USA,,,,,,,,0,112,112,11,3,-2.0,3,1,3,-5.65371024734982,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,CO031,39.7392,-104.985,201738,20260505013000,https://www.9news.com/article/news/local/next/next-with-kyle-clark/denver-state-trump-doj-gun-laws/73-0e844124-32b2-4e75-8354-cc30ebda8d5f
