GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1300202207,20250421,202504,2025,2025.3041,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,042,042,04,1,1.9,6,1,6,0.39840637450199,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United Kingdom,UK,UK,,54,-4,UK,20260421033000,https://www.dailymail.com/travel/article-15370761/UKs-new-travel-expected-catch-visitors-guard.html
1300202208,20250421,202504,2025,2025.3041,,,,,,,,,,,GOV,KING,,,,,,GOV,,,0,100,100,10,3,-5.0,5,1,5,3.74753451676529,0,,,,,,,,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,4,"Buckingham Palace, Westminster, United Kingdom",UK,UKP5,40110,51.5,-0.133333,-2591190,20260421033000,https://www.dailymail.com/travel/article-15697335/Inside-worlds-oldest-Indian-restaurant-brink-closure-King.html
1300202209,20250421,202504,2025,2025.3041,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,0,070,070,07,2,7.0,10,1,10,-1.2987012987013,4,"Xiaomi, Fujian, China",CH,CH07,13163,25.2225,116.057,10999868,0,,,,,,,,4,"Xiaomi, Fujian, China",CH,CH07,13163,25.2225,116.057,10999868,20260421033000,https://cyprus-mail.com/2026/04/21/smartphone-shipments-fall-as-memory-costs-surge
1300202210,20250421,202504,2025,2025.3041,GOV,ENERGY SECRETARY,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,020,020,02,1,3.0,2,1,2,-5.55555555555555,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260421033000,https://www.carscoops.com/2026/04/gas-prices-trump-administration/
1300202211,20250421,202504,2025,2025.3041,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,025,025,02,1,-0.3,4,1,4,0.6677796327212,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,0,,,,,,,,2,"Virginia, United States",US,USVA,,37.768,-78.2057,VA,20260421033000,https://www.fairfieldsuntimes.com/news/national/democrats-eye-virginia-gains-in-war-with-trump-over-us-voting-map/article_5976a922-3a3c-5e6b-a062-c96bb2cbe9dc.html
1300202212,20260322,202603,2026,2026.2247,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,193,193,19,4,-10.0,6,1,6,-5.851755526658,0,,,,,,,,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,4,"Porepunkah, Victoria, Australia",AS,AS07,154644,-36.6961,146.91,-1595826,20260421033000,https://www.aol.co.uk/articles/youtuber-investigated-trespassing-footage-dezi-020152009.html
1300202213,20260322,202603,2026,2026.2247,,,,,,,,,,,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,1,010,010,01,1,0.0,2,1,2,4,0,,,,,,,,4,"Baining, East New Britain, Papua New Guinea",PP,PP10,18585,-4.25,151.75,-2185338,4,"Port Moresby, National Capital, Papua New Guinea",PP,PP20,18585,-9.46472,147.193,-2198538,20260421033000,https://www.thenational.com.pg/electoral-commission-dept-partner-to-improve-voter-roll/
1300202214,20260322,202603,2026,2026.2247,,,,,,,,,,,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,1,010,010,01,1,0.0,2,1,2,4,0,,,,,,,,4,"Port Moresby, National Capital, Papua New Guinea",PP,PP20,18585,-9.46472,147.193,-2198538,4,"Port Moresby, National Capital, Papua New Guinea",PP,PP20,18585,-9.46472,147.193,-2198538,20260421033000,https://www.thenational.com.pg/electoral-commission-dept-partner-to-improve-voter-roll/
1300202215,20260322,202603,2026,2026.2247,,,,,,,,,,,PNG,PORT MORESBY,PNG,,,,,,,,1,043,043,04,1,2.8,4,1,4,4,0,,,,,,,,4,"Port Moresby, National Capital, Papua New Guinea",PP,PP20,18585,-9.46472,147.193,-2198538,4,"Port Moresby, National Capital, Papua New Guinea",PP,PP20,18585,-9.46472,147.193,-2198538,20260421033000,https://www.thenational.com.pg/electoral-commission-dept-partner-to-improve-voter-roll/
1300202216,20260322,202603,2026,2026.2247,JPN,SAGA,JPN,,,,,,,,GOVGOV,GOVERNMENT,,,,,,GOV,GOV,,1,120,120,12,3,-4.0,10,1,10,-2.40295748613679,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260421033000,https://www.scoop.co.nz/stories/WO2604/S00179/solomon-islands-court-of-appeal-stalls-move-to-oust-pm-manele-over-constitutional-concerns.htm
1300202217,20260322,202603,2026,2026.2247,PNG,PORT MORESBY,PNG,,,,,,,,,,,,,,,,,,1,042,042,04,1,1.9,4,1,4,4,4,"Port Moresby, National Capital, Papua New Guinea",PP,PP20,18585,-9.46472,147.193,-2198538,0,,,,,,,,4,"Port Moresby, National Capital, Papua New Guinea",PP,PP20,18585,-9.46472,147.193,-2198538,20260421033000,https://www.thenational.com.pg/electoral-commission-dept-partner-to-improve-voter-roll/
