GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1306718400,20260524,202605,2026,2026.3945,USA,THE US,USA,,,,,,,,CUBGOV,CUBA,CUB,,,,,GOV,,,0,173,173,17,4,-5.0,2,1,2,-3.61757105943153,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,20260531020000,http://www.trinidadtimes.com/news/279092527/us-and-cuban-military-leaders-hold-rare-meeting-at-guantanamo
1306718401,20260531,202605,2026,2026.4137,,,,,,,,,,,AUS,MELBOURNE,AUS,,,,,,,,1,042,042,04,1,1.9,10,1,10,-5.21831735889244,0,,,,,,,,4,"Armidale, New South Wales, Australia",AS,AS02,5096,-30.5083,151.671,-1556250,4,"Armidale, New South Wales, Australia",AS,AS02,5096,-30.5083,151.671,-1556250,20260531020000,https://www.theage.com.au/politics/federal/australian-based-isis-victims-don-t-want-the-brides-settled-here-for-them-it-s-personal-20260529-p60200.html
1306718402,20260531,202605,2026,2026.4137,,,,,,,,,,,BUS,INVESTOR,,,,,,BUS,,,1,060,060,06,2,6.0,5,1,5,-2.25321888412017,0,,,,,,,,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260531020000,https://www.livemint.com/money/personal-finance/global-investing-international-mutual-funds-rupee-depreciation-overseas-investing-lrs-etfs-diversification-currency-risk-11780039924671.html
1306718403,20260531,202605,2026,2026.4137,,,,,,,,,,,BUS,CORPORATION,,,,,,BUS,,,1,061,061,06,2,6.4,10,1,10,2.33236151603498,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260531020000,https://www.insidermonkey.com/blog/argus-remains-bullish-on-target-tgt-as-it-increases-pt-1771810/
1306718404,20260531,202605,2026,2026.4137,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,061,061,06,2,6.4,5,1,5,-0.55710306406685,0,,,,,,,,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,40197,-17.8178,31.0447,-2312291,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,40197,-17.8178,31.0447,-2312291,20260531020000,https://www.wmdt.com/2026/05/shore-to-shore-a-little-sign-shop-thats-brightening-up-the-community/
1306718405,20260531,202605,2026,2026.4137,,,,,,,,,,,CRM,CRIMINAL,,,,,,CRM,,,0,060,060,06,2,6.0,1,1,1,-3.82555470543229,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"Saratoga Springs, New York, United States",US,USNY,,43.0831,-73.7846,964489,20260531020000,https://www.dailygazette.com/leader_herald/news/belmont-stakes-trophy-heist-reverberates-in-saratoga-more-than-decade-later/article_f63722cd-bd52-47c6-9ace-646374328e93.html
1306718406,20260531,202605,2026,2026.4137,,,,,,,,,,,CRM,CRIMINAL,,,,,,CRM,,,0,060,060,06,2,6.0,1,1,1,-3.82555470543229,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260531020000,https://www.dailygazette.com/leader_herald/news/belmont-stakes-trophy-heist-reverberates-in-saratoga-more-than-decade-later/article_f63722cd-bd52-47c6-9ace-646374328e93.html
1306718407,20260531,202605,2026,2026.4137,,,,,,,,,,,CUB,CUBA,CUB,,,,,,,,0,043,043,04,1,2.8,2,1,2,-3.61757105943153,0,,,,,,,,4,"Havana, Ciudad de La Habana, Cuba",CU,CU02,14613,23.1319,-82.3642,-1628751,1,Venezuela,VE,VE,,8,-66,VE,20260531020000,http://www.trinidadtimes.com/news/279092527/us-and-cuban-military-leaders-hold-rare-meeting-at-guantanamo
1306718408,20260531,202605,2026,2026.4137,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,042,042,04,1,1.9,10,1,10,0.96463022508039,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260531020000,https://kdhnews.com/opinion/letters/reader-says-kisd-should-have-let-exchange-students-walk-the-stage/article_a9919b69-8490-4149-9e10-86371a85f132.html
1306718409,20260531,202605,2026,2026.4137,,,,,,,,,,,GBR,BIRMINGHAM,GBR,,,,,,,,1,043,043,04,1,2.8,10,1,10,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260531020000,https://www.tvguide.co.uk/schedule/be15ea3c-db9c-5a70-b536-e5f946101a82/find-it-fix-it-flog-it
1306718410,20260531,202605,2026,2026.4137,,,,,,,,,,,GOV,GOVERNOR,,,,,,GOV,,,1,036,036,03,1,4.0,2,1,2,2.66666666666667,0,,,,,,,,2,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,2,"Oklahoma, United States",US,USOK,,35.5376,-96.9247,OK,20260531020000,https://calendar.utulsa.edu/event/candidate-conversations/2026-06-02/
1306718411,20260531,202605,2026,2026.4137,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,192,192,19,4,-9.5,10,1,10,-2.92993630573248,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260531020000,https://www.dailygazette.com/leader_herald/opinion/john-figliozzi-the-path-for-democrats-should-be-breathtakingly-obvious/article_4577581a-4750-45d9-a8c2-2134c681cdcb.html
1306718412,20260531,202605,2026,2026.4137,,,,,,,,,,,IGOUNOIAE,IAEA,,UNO,,,,IGO,,,1,010,010,01,1,0.0,10,1,10,-8.21917808219178,0,,,,,,,,4,"Vienna, Wien, Austria",AU,AU09,5672,48.2,16.3667,-1995499,4,"Vienna, Wien, Austria",AU,AU09,5672,48.2,16.3667,-1995499,20260531020000,https://www.newkerala.com/news/a/iaea-chief-voices-concern-over-reported-drone-strike-684.htm
