GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1306604750,20250530,202505,2025,2025.4110,,,,,,,,,,,USA,MINNESOTA,USA,,,,,,,,0,051,051,05,1,3.4,3,1,3,-2.55009107468124,0,,,,,,,,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260530001500,https://www.nbcnews.com/politics/politics-news/latest-redistricting-move-politics-desk-rcna347630
1306604751,20250530,202505,2025,2025.4110,COP,PRISON,,,,,,COP,,,,,,,,,,,,,1,015,015,01,1,0.0,6,1,6,-15.0234741784038,2,"California, United States",US,USCA,,36.17,-119.746,CA,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260530001500,https://santamariatimes.com/ap/national/california-mother-sentenced-to-more-than-12-years-in-missing-infant-sons-death/article_aa9c29ca-d13d-559a-b8b3-ac980c13ca9e.html
1306604752,20250530,202505,2025,2025.4110,COP,PRISON,,,,,,COP,,,,,,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-15.0234741784038,2,"California, United States",US,USCA,,36.17,-119.746,CA,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260530001500,https://santamariatimes.com/ap/national/california-mother-sentenced-to-more-than-12-years-in-missing-infant-sons-death/article_aa9c29ca-d13d-559a-b8b3-ac980c13ca9e.html
1306604753,20250530,202505,2025,2025.4110,COP,PRISON,,,,,,COP,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,075,075,07,2,7.0,4,1,4,-5.625,3,"Des Moines, Iowa, United States",US,USIA,IA153,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260530001500,https://wtop.com/national/2026/05/former-iowa-superintendent-to-be-sentenced-for-claiming-to-be-a-us-citizen-before-likely-deportation/
1306604754,20250530,202505,2025,2025.4110,COP,PRISON,,,,,,COP,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,173,173,17,4,-5.0,4,1,4,-5.625,3,"Des Moines, Iowa, United States",US,USIA,IA153,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260530001500,https://wtop.com/national/2026/05/former-iowa-superintendent-to-be-sentenced-for-claiming-to-be-a-us-citizen-before-likely-deportation/
1306604755,20250530,202505,2025,2025.4110,GBR,UNITED KINGDOM,GBR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,030,030,03,1,4.0,2,1,2,-6.51486401012018,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"San Gabriel Valley, California, United States",US,USCA,,34.0333,-118.037,1940052,20260530001500,https://www.sgvtribune.com/2026/05/29/what-to-know-about-the-5-people-convicted-in-connection-with-matthew-perrys-death/
1306604756,20250530,202505,2025,2025.4110,GOV,GOVERNOR,,,,,,GOV,,,USA,MINNESOTA,USA,,,,,,,,0,051,051,05,1,3.4,5,1,5,-2.55009107468124,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260530001500,https://www.nbcnews.com/politics/politics-news/latest-redistricting-move-politics-desk-rcna347630
1306604757,20250530,202505,2025,2025.4110,MED,MEDIA,,,,,,MED,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,0841,084,08,2,7.0,2,1,2,0.943396226415092,1,Sweden,SW,SW,,62,15,SW,1,Sweden,SW,SW,,62,15,SW,1,Sweden,SW,SW,,62,15,SW,20260530001500,https://www.dailynews.com/2026/05/29/scuba-show-largest-diving-expo-in-u-s-returns-to-long-beach/
1306604758,20250530,202505,2025,2025.4110,MED,MEDIA,,,,,,MED,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,0841,084,08,2,7.0,2,1,2,0.943396226415092,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260530001500,https://www.dailynews.com/2026/05/29/scuba-show-largest-diving-expo-in-u-s-returns-to-long-beach/
1306604759,20250530,202505,2025,2025.4110,MED,MEDIA,,,,,,MED,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,0841,084,08,2,7.0,2,1,2,0.943396226415092,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260530001500,https://www.dailynews.com/2026/05/29/scuba-show-largest-diving-expo-in-u-s-returns-to-long-beach/
