GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1307841132,20250607,202506,2025,2025.4301,LAB,EMPLOYEE,,,,,,LAB,,,GOV,PRESIDENT,,,,,,GOV,,,1,070,070,07,2,7.0,3,1,3,-5.30164533820841,3,"Palm Beach, Florida, United States",US,USFL,FL099,26.7056,-80.0364,288390,3,"Palm Beach, Florida, United States",US,USFL,,26.7056,-80.0364,288390,3,"Palm Beach, Florida, United States",US,USFL,,26.7056,-80.0364,288390,20260607043000,https://www.asiaone.com/world/fbi-fires-several-analysts-tied-disputed-catholic-ideology-memo
1307841133,20250607,202506,2025,2025.4301,USA,THE US,USA,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,1,112,112,11,3,-2.0,10,1,10,-7.17821782178218,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260607043000,https://www.surinametimes.com/artikel/downing-street-hits-out-after-vance-post-about-henry-nowak
1307841134,20250607,202506,2025,2025.4301,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,070,070,07,2,7.0,3,1,3,-5.30164533820841,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Palm Beach, Florida, United States",US,USFL,,26.7056,-80.0364,288390,3,"Palm Beach, Florida, United States",US,USFL,,26.7056,-80.0364,288390,20260607043000,https://www.asiaone.com/world/fbi-fires-several-analysts-tied-disputed-catholic-ideology-memo
1307841135,20260607,202606,2026,2026.4301,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,6,1,6,0.63965884861407,0,,,,,,,,4,"Port Phillip, Victoria, Australia",AS,AS07,154649,-38.1074,144.891,-1595905,4,"Port Phillip, Victoria, Australia",AS,AS07,154649,-38.1074,144.891,-1595905,20260607043000,https://www.mysailing.com.au/wet-and-light-conditions-beset-australian-womens-keelboat-regatta-opener/
1307841136,20260607,202606,2026,2026.4301,,,,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,040,040,04,1,1.0,4,1,4,-3.64285714285714,0,,,,,,,,4,"Vienna, Wien, Austria",AU,AU09,5672,48.2,16.3667,-1995499,4,"Vienna, Wien, Austria",AU,AU09,5672,48.2,16.3667,-1995499,20260607043000,https://www.theguardian.com/stage/2026/jun/07/milo-rau-turned-tribunals-into-theatre-now-his-own-moral-judgement-is-on-trial
1307841137,20260607,202606,2026,2026.4301,,,,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,1,042,042,04,1,1.9,2,1,2,-3.64285714285714,0,,,,,,,,4,"Vienna, Wien, Austria",AU,AU09,5672,48.2,16.3667,-1995499,4,"Vienna, Wien, Austria",AU,AU09,5672,48.2,16.3667,-1995499,20260607043000,https://www.theguardian.com/stage/2026/jun/07/milo-rau-turned-tribunals-into-theatre-now-his-own-moral-judgement-is-on-trial
1307841138,20260607,202606,2026,2026.4301,,,,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,1,043,043,04,1,2.8,2,1,2,-3.64285714285714,0,,,,,,,,4,"Vienna, Wien, Austria",AU,AU09,5672,48.2,16.3667,-1995499,4,"Vienna, Wien, Austria",AU,AU09,5672,48.2,16.3667,-1995499,20260607043000,https://www.theguardian.com/stage/2026/jun/07/milo-rau-turned-tribunals-into-theatre-now-his-own-moral-judgement-is-on-trial
1307841139,20260607,202606,2026,2026.4301,,,,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,1,1313,131,13,3,-5.8,2,1,2,-3.64285714285714,0,,,,,,,,4,"Berlin, Berlin, Germany",GM,GM16,16538,52.5167,13.4,-1746443,1,Switzerland,SZ,SZ,,47,8,SZ,20260607043000,https://www.theguardian.com/stage/2026/jun/07/milo-rau-turned-tribunals-into-theatre-now-his-own-moral-judgement-is-on-trial
1307841140,20260607,202606,2026,2026.4301,,,,,,,,,,,BUS,CORPORATION,,,,,,BUS,,,1,046,046,04,1,7.0,5,1,5,1.48367952522255,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260607043000,https://indianexpress.com/article/cities/chandigarh/mohali-municipal-corporation-mayor-election-june-9-councillors-oath-resort-politics-10727846/
1307841141,20260607,202606,2026,2026.4301,,,,,,,,,,,BUS,INVESTOR,,,,,,BUS,,,1,130,130,13,3,-4.4,3,1,3,-7.73993808049536,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260607043000,https://www.benzinga.com/markets/prediction-markets/26/06/53048368/ross-gerber-slams-prediction-markets-as-rigged-manipulated-warns-investors-are-misreading-data-as-fact
