GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1315335233,20250726,202507,2025,2025.5644,GOV,PRESIDENT,,,,,,GOV,,,USA,WASHINGTON,USA,,,,,,,,1,193,193,19,4,-10.0,4,1,4,-2.0703933747412,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260726013000,https://www.surinametimes.com/artikel/trump-reattends-white-house-correspondents-dinner
1315335234,20250726,202507,2025,2025.5644,USA,WASHINGTON,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,043,043,04,1,2.8,2,1,2,-2.0703933747412,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260726013000,https://www.surinametimes.com/artikel/trump-reattends-white-house-correspondents-dinner
1315335235,20250726,202507,2025,2025.5644,USA,WASHINGTON,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,043,043,04,1,2.8,2,1,2,-2.0703933747412,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260726013000,https://www.surinametimes.com/artikel/trump-reattends-white-house-correspondents-dinner
1315335236,20250726,202507,2025,2025.5644,USA,WASHINGTON,USA,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,043,043,04,1,2.8,1,1,1,-2.0703933747412,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260726013000,https://www.surinametimes.com/artikel/trump-reattends-white-house-correspondents-dinner
1315335237,20250726,202507,2025,2025.5644,USAGOV,UNITED STATES,USA,,,,,GOV,,,USA,WASHINGTON,USA,,,,,,,,1,193,193,19,4,-10.0,1,1,1,-2.0703933747412,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260726013000,https://www.surinametimes.com/artikel/trump-reattends-white-house-correspondents-dinner
1315335238,20260719,202607,2026,2026.5452,COP,POLICE,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,173,173,17,4,-5.0,6,1,6,-7.89473684210526,3,"Quincy Public Library, Illinois, United States",US,USIL,IL001,39.9303,-91.4071,1785328,3,"Quincy Public Library, Illinois, United States",US,USIL,,39.9303,-91.4071,1785328,3,"Quincy Public Library, Illinois, United States",US,USIL,,39.9303,-91.4071,1785328,20260726013000,https://www.khqa.com/news/local/qpd-arrests-two-suspects-in-connection-to-battery-incident-at-quincy-public-library/article_a063a4ac-018d-42ba-8a72-bc9f5af1def3.html
1315335239,20260719,202607,2026,2026.5452,IRN,IRAN,IRN,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,043,043,04,1,2.8,2,1,2,-4.30797433547204,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,20260726013000,https://economictimes.indiatimes.com/news/defence/airstrikes-have-paused-and-talks-are-pressing-forward-but-can-us-and-iran-take-the-off-ramp/articleshow/132635405.cms
1315335240,20260719,202607,2026,2026.5452,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,036,036,03,1,4.0,2,1,2,-4.30797433547204,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,20260726013000,https://economictimes.indiatimes.com/news/defence/airstrikes-have-paused-and-talks-are-pressing-forward-but-can-us-and-iran-take-the-off-ramp/articleshow/132635405.cms
1315335241,20260719,202607,2026,2026.5452,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,036,036,03,1,4.0,2,1,2,-4.30797433547204,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260726013000,https://economictimes.indiatimes.com/news/defence/airstrikes-have-paused-and-talks-are-pressing-forward-but-can-us-and-iran-take-the-off-ramp/articleshow/132635405.cms
1315335242,20260719,202607,2026,2026.5452,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,042,042,04,1,1.9,2,1,2,-4.30797433547204,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,20260726013000,https://economictimes.indiatimes.com/news/defence/airstrikes-have-paused-and-talks-are-pressing-forward-but-can-us-and-iran-take-the-off-ramp/articleshow/132635405.cms
